decision_id,year,session_regime,car_number,driver_name,decision_stage,source_attempt_id,current_result_mph,current_rank,benchmark_type,benchmark_rank,benchmark_speed_mph,margin_to_benchmark_mph,qualification_state,has_protected_result,feasible_action_set,action_mask_STOP,action_mask_REATTEMPT,action_mask_RETAIN_AND_REATTEMPT,action_mask_WITHDRAW_AND_REATTEMPT,action_mask_WITHDRAW_AND_PRIORITY_REATTEMPT,observed_action,action_resolved,action_evidence_quality,decision_time_utc,time_quality,state_numeric_complete,thermal_state_available,performance_uncertainty_available,wait_model_available,shared_feature_link_status,upstream_safe_for_policy_fit,action_evidence_eligible,decision_state_eligible,counterfactual_model_input_eligible,validation_only,dataset_role,hard_optimality_truth,source_interface,resolved_mc_eligibility_field,resolved_feasible_actions,resolved_feasible_action_count
DAY1_2020_10_POST_FIRST_ATTEMPT,2020,DAY1,10,Felix Rosenqvist,POST_FIRST_ATTEMPT,6041dd38-4b6d-5e38-81fd-8006cbe0bafd,230.254000,9,FAST_NINE_ADVANCEMENT,9,230.254000,0.000000,CURRENTLY_INSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,STOP,True,HIGH,2020-08-15T16:22:25+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,True,True,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2020_14_POST_FIRST_ATTEMPT,2020,DAY1,14,Tony Kanaan,POST_FIRST_ATTEMPT,cbdbf766-10d3-516e-83ad-3cb56f8c02fb,229.154000,18,FAST_NINE_ADVANCEMENT,9,230.539000,-1.385000,CURRENTLY_OUTSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,STOP,True,HIGH,2020-08-15T17:19:05+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,True,True,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2020_20_POST_FIRST_ATTEMPT,2020,DAY1,20,Ed Carpenter,POST_FIRST_ATTEMPT,9a2e168d-3dda-5e76-8daf-588c20d91341,229.811000,12,FAST_NINE_ADVANCEMENT,9,230.254000,-0.443000,CURRENTLY_OUTSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,REATTEMPT_SEMANTICS_UNRESOLVED,False,PARTIAL,2020-08-15T16:27:25+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,False,False,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2020_22_POST_FIRST_ATTEMPT,2020,DAY1,22,Simon Pagenaud,POST_FIRST_ATTEMPT,2fb75f25-92ad-5b41-90a1-3a1457ae8012,228.836000,18,FAST_NINE_ADVANCEMENT,9,230.472000,-1.636000,CURRENTLY_OUTSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,REATTEMPT_SEMANTICS_UNRESOLVED,False,PARTIAL,2020-08-15T17:09:06+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,False,False,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2020_24_POST_FIRST_ATTEMPT,2020,DAY1,24,Sage Karam,POST_FIRST_ATTEMPT,3e1d9fad-3db2-5b32-b9c1-8802e1467bbe,227.099000,9,FAST_NINE_ADVANCEMENT,9,227.099000,0.000000,CURRENTLY_INSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,STOP,True,HIGH,2020-08-15T15:49:55+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,True,True,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2020_27_POST_FIRST_ATTEMPT,2020,DAY1,27,Alexander Rossi,POST_FIRST_ATTEMPT,81f0c457-15fb-5f7f-9649-8663a142764d,231.268000,1,FAST_NINE_ADVANCEMENT,9,228.880000,2.388000,CURRENTLY_INSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,STOP,True,HIGH,2020-08-15T15:54:05+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,True,True,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2020_28_POST_FIRST_ATTEMPT,2020,DAY1,28,Ryan Hunter-Reay,POST_FIRST_ATTEMPT,d155ad85-3d5c-5b55-95d6-40ba696a0bde,231.330000,1,FAST_NINE_ADVANCEMENT,9,229.861000,1.469000,CURRENTLY_INSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,STOP,True,HIGH,2020-08-15T16:04:05+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,True,True,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2020_29_POST_FIRST_ATTEMPT,2020,DAY1,29,James Hinchcliffe,POST_FIRST_ATTEMPT,917d4c7e-5c5e-5976-aa32-50a7bc958440,231.195000,3,FAST_NINE_ADVANCEMENT,9,230.296000,0.899000,CURRENTLY_INSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,STOP,True,HIGH,2020-08-15T16:32:25+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,True,True,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2020_3_POST_FIRST_ATTEMPT,2020,DAY1,3,Helio Castroneves,POST_FIRST_ATTEMPT,f2f5d37e-6270-5e2d-8ae0-2e63cea098b3,228.115000,24,FAST_NINE_ADVANCEMENT,9,230.560000,-2.445000,CURRENTLY_OUTSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,REATTEMPT_SEMANTICS_UNRESOLVED,False,PARTIAL,2020-08-15T17:34:05+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,False,False,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2020_47_POST_FIRST_ATTEMPT,2020,DAY1,47,Conor Daly,POST_FIRST_ATTEMPT,a7f0ef57-a971-5870-9606-1fe1cd378e2a,229.884000,13,FAST_NINE_ADVANCEMENT,9,230.472000,-0.588000,CURRENTLY_OUTSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,REATTEMPT_SEMANTICS_UNRESOLVED,False,PARTIAL,2020-08-15T16:58:15+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,False,False,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2020_51_POST_FIRST_ATTEMPT,2020,DAY1,51,James Davison,POST_FIRST_ATTEMPT,e2cf6770-902a-5a11-8e7c-27e4441f0b5e,228.747000,17,FAST_NINE_ADVANCEMENT,9,230.296000,-1.549000,CURRENTLY_OUTSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,REATTEMPT_SEMANTICS_UNRESOLVED,False,PARTIAL,2020-08-15T16:41:35+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,False,False,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2020_55_POST_FIRST_ATTEMPT,2020,DAY1,55,Alex Palou,POST_FIRST_ATTEMPT,b3ac1729-6563-5819-a04b-0f76aeae5b0f,231.034000,6,FAST_NINE_ADVANCEMENT,9,230.472000,0.562000,CURRENTLY_INSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,STOP,True,HIGH,2020-08-15T16:45:45+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,True,True,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
