decision_id,year,session_regime,car_number,driver_name,decision_stage,source_attempt_id,current_result_mph,current_rank,benchmark_type,benchmark_rank,benchmark_speed_mph,margin_to_benchmark_mph,qualification_state,has_protected_result,feasible_action_set,action_mask_STOP,action_mask_REATTEMPT,action_mask_RETAIN_AND_REATTEMPT,action_mask_WITHDRAW_AND_REATTEMPT,action_mask_WITHDRAW_AND_PRIORITY_REATTEMPT,observed_action,action_resolved,action_evidence_quality,decision_time_utc,time_quality,state_numeric_complete,thermal_state_available,performance_uncertainty_available,wait_model_available,shared_feature_link_status,upstream_safe_for_policy_fit,action_evidence_eligible,decision_state_eligible,counterfactual_model_input_eligible,validation_only,dataset_role,hard_optimality_truth,source_interface,resolved_mc_eligibility_field,resolved_feasible_actions,resolved_feasible_action_count
DAY1_2020_59_POST_FIRST_ATTEMPT,2020,DAY1,59,Max Chilton,POST_FIRST_ATTEMPT,75519828-93ba-5485-a4bf-a06b93f7cec3,225.819000,25,FAST_NINE_ADVANCEMENT,9,230.560000,-4.741000,CURRENTLY_OUTSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,REATTEMPT_SEMANTICS_UNRESOLVED,False,PARTIAL,2020-08-15T17:29:05+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,False,False,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2020_66_POST_FIRST_ATTEMPT,2020,DAY1,66,Fernando Alonso,POST_FIRST_ATTEMPT,c9ee13fe-3b9e-555c-9a7d-a078015b8b91,228.768000,10,FAST_NINE_ADVANCEMENT,9,228.880000,-0.112000,CURRENTLY_OUTSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,STOP,True,HIGH,2020-08-15T15:59:05+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,True,True,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2020_67_POST_FIRST_ATTEMPT,2020,DAY1,67,JR Hildebrand,POST_FIRST_ATTEMPT,1a120ea2-c723-5585-8ec6-30169bb44ca7,226.341000,26,FAST_NINE_ADVANCEMENT,9,230.560000,-4.219000,CURRENTLY_OUTSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,STOP,True,HIGH,2020-08-15T17:38:15+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,True,True,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2020_7_POST_FIRST_ATTEMPT,2020,DAY1,7,Oliver Askew,POST_FIRST_ATTEMPT,72b65040-5363-5722-b1cd-297bffa2af77,229.760000,11,FAST_NINE_ADVANCEMENT,9,229.902000,-0.142000,CURRENTLY_OUTSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,REATTEMPT_SEMANTICS_UNRESOLVED,False,PARTIAL,2020-08-15T16:18:15+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,False,False,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2020_8_POST_FIRST_ATTEMPT,2020,DAY1,8,Marcus Ericsson,POST_FIRST_ATTEMPT,518373d9-25de-58cf-8315-f6c215b6f672,230.472000,7,FAST_NINE_ADVANCEMENT,9,229.902000,0.570000,CURRENTLY_INSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,REATTEMPT_SEMANTICS_UNRESOLVED,False,PARTIAL,2020-08-15T16:13:15+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,False,False,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2020_81_POST_FIRST_ATTEMPT,2020,DAY1,81,Ben Hanley,POST_FIRST_ATTEMPT,a3016f3b-449e-576c-bf0f-284c71eddb34,220.946000,18,FAST_NINE_ADVANCEMENT,9,230.296000,-9.350000,CURRENTLY_OUTSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,REATTEMPT_SEMANTICS_UNRESOLVED,False,PARTIAL,2020-08-15T16:36:35+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,False,False,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2020_88_POST_FIRST_ATTEMPT,2020,DAY1,88,Colton Herta,POST_FIRST_ATTEMPT,9ed5a76f-1d6e-5759-8ffc-9c1344b26bfc,230.560000,9,FAST_NINE_ADVANCEMENT,9,230.560000,0.000000,CURRENTLY_INSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,REATTEMPT_SEMANTICS_UNRESOLVED,False,PARTIAL,2020-08-15T17:24:05+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,False,False,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2020_98_POST_FIRST_ATTEMPT,2020,DAY1,98,Marco Andretti,POST_FIRST_ATTEMPT,f50bf607-2eaa-51a1-a6d0-2049fcaf3dcd,231.351000,1,FAST_NINE_ADVANCEMENT,9,230.539000,0.812000,CURRENTLY_INSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,STOP,True,HIGH,2020-08-15T17:14:05+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,True,True,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2021_1_POST_FIRST_ATTEMPT,2021,DAY1,1,JR Hildebrand,POST_FIRST_ATTEMPT,f31f214f-a151-5b1d-afaf-bb7103c2d514,229.980000,12,FAST_NINE_ADVANCEMENT,9,230.557000,-0.577000,CURRENTLY_OUTSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,STOP,True,HIGH,2021-05-22T17:16:36+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,True,True,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2021_11_POST_FIRST_ATTEMPT,2021,DAY1,11,Charlie Kimball,POST_FIRST_ATTEMPT,c150c8f9-470c-58e6-8766-44b6b751369f,228.401000,29,FAST_NINE_ADVANCEMENT,9,230.864000,-2.463000,CURRENTLY_OUTSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,REATTEMPT_SEMANTICS_UNRESOLVED,False,PARTIAL,2021-05-22T18:30:47+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,False,False,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2021_12_POST_FIRST_ATTEMPT,2021,DAY1,12,Will Power,POST_FIRST_ATTEMPT,6992580a-0371-5eda-b01d-2adaca099ff4,229.052000,17,FAST_NINE_ADVANCEMENT,9,230.557000,-1.505000,CURRENTLY_OUTSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,REATTEMPT_SEMANTICS_UNRESOLVED,False,PARTIAL,2021-05-22T17:21:36+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,False,False,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2021_14_POST_FIRST_ATTEMPT,2021,DAY1,14,Sebastien Bourdais,POST_FIRST_ATTEMPT,da571070-dc03-5eb8-ac88-efd026c446d8,229.744000,24,FAST_NINE_ADVANCEMENT,9,230.864000,-1.120000,CURRENTLY_OUTSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,STOP,True,HIGH,2021-05-22T18:35:48+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,True,True,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2021_15_POST_FIRST_ATTEMPT,2021,DAY1,15,Graham Rahal,POST_FIRST_ATTEMPT,696a641a-81d7-5a8c-842f-4f3170a4b8e4,230.521000,12,FAST_NINE_ADVANCEMENT,9,230.708000,-0.187000,CURRENTLY_OUTSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,STOP,True,HIGH,2021-05-22T17:53:16+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,True,True,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2021_16_POST_FIRST_ATTEMPT,2021,DAY1,16,Simona De Silvestro,POST_FIRST_ATTEMPT,8f660bff-74bd-551e-9007-95b730f87e7d,228.173000,29,FAST_NINE_ADVANCEMENT,9,230.864000,-2.691000,CURRENTLY_OUTSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,REATTEMPT_SEMANTICS_UNRESOLVED,False,PARTIAL,2021-05-22T18:26:36+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,False,False,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2021_2_POST_FIRST_ATTEMPT,2021,DAY1,2,Josef Newgarden,POST_FIRST_ATTEMPT,c4c9ba22-d28c-5937-b36c-72fffbbb67b5,230.049000,7,FAST_NINE_ADVANCEMENT,9,229.261000,0.788000,CURRENTLY_INSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,REATTEMPT_SEMANTICS_UNRESOLVED,False,PARTIAL,2021-05-22T16:39:06+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,False,False,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2021_20_POST_FIRST_ATTEMPT,2021,DAY1,20,Ed Carpenter,POST_FIRST_ATTEMPT,bcd24d81-7b19-5290-b6d7-b3ce5ce41195,231.616000,3,FAST_NINE_ADVANCEMENT,9,230.563000,1.053000,CURRENTLY_INSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,STOP,True,HIGH,2021-05-22T17:25:46+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,True,True,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2021_21_POST_FIRST_ATTEMPT,2021,DAY1,21,Rinus VeeKay,POST_FIRST_ATTEMPT,407a503c-1695-5af6-9b88-28e9d802c8d1,230.841000,5,FAST_NINE_ADVANCEMENT,9,229.714000,1.127000,CURRENTLY_INSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,REATTEMPT_SEMANTICS_UNRESOLVED,False,PARTIAL,2021-05-22T16:43:16+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,False,False,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2021_22_POST_FIRST_ATTEMPT,2021,DAY1,22,Simon Pagenaud,POST_FIRST_ATTEMPT,5f22f207-f450-5086-ab38-14fe980d9fed,229.778000,20,FAST_NINE_ADVANCEMENT,9,230.708000,-0.930000,CURRENTLY_OUTSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,STOP,True,HIGH,2021-05-22T18:07:26+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,True,True,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2021_26_POST_FIRST_ATTEMPT,2021,DAY1,26,Colton Herta,POST_FIRST_ATTEMPT,e9da8645-6367-51bf-8601-3670e9e76c5e,231.648000,2,FAST_NINE_ADVANCEMENT,9,230.841000,0.807000,CURRENTLY_INSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,REATTEMPT_SEMANTICS_UNRESOLVED,False,PARTIAL,2021-05-22T18:12:27+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,False,False,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
DAY1_2021_27_POST_FIRST_ATTEMPT,2021,DAY1,27,Alexander Rossi,POST_FIRST_ATTEMPT,69b27d9b-5386-5a2c-a855-449bb527fca1,231.046000,7,FAST_NINE_ADVANCEMENT,9,230.846000,0.200000,CURRENTLY_INSIDE_ADVANCEMENT,True,STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT,True,False,True,False,True,STOP,True,HIGH,2021-05-22T18:17:26+00:00,APPROXIMATE_POINT,True,False,True,True,PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING,True,True,True,True,False,COUNTERFACTUAL_MODEL_INPUT,False,R4F1_DAY1,decision_state_eligible,STOP;RETAIN_AND_REATTEMPT;WITHDRAW_AND_PRIORITY_REATTEMPT,3
