fused_decision_id,year,driver,regime,benchmark_type,current_result_speed_mph,benchmark_speed_mph,assumed_time_remaining_minutes,time_remaining_semantics,priority_wait_reduction_fraction,priority_wait_reduction_percent,priority_reduction_semantics,n_draws,lane2_wait_support_minutes,lane1_effective_wait_support_minutes,retain_p_completed,retain_p_final_result_exists,retain_p_final_meets_benchmark,retain_p_final_improves_current,retain_p_final_worse_than_current,retain_expected_final_speed_mph,withdraw_p_completed,withdraw_p_final_result_exists,withdraw_p_no_final_result,withdraw_p_final_meets_benchmark,withdraw_p_final_beats_current,withdraw_p_final_worse_than_current,withdraw_expected_final_speed_conditional_mph,delta_completion_probability,delta_benchmark_success_probability,delta_improvement_probability,delta_no_result_probability,delta_downside_probability,withdraw_benchmark_probability_exceeds_retain,withdraw_completion_probability_exceeds_retain,dynamic_competitor_evolution_used,historical_priority_advantage_claimed
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,DAY1,FAST_NINE_ADVANCEMENT,225.819,230.56,20,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,0.49525,1.0,5e-05,0.4074,0.0,226.3178782046202,1.0,1.0,0.0,0.0001,0.82705,0.17295,226.74096730258194,0.50475,5e-05,0.41964999999999997,0.0,0.17295,True,True,False,False
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,DAY1,FAST_NINE_ADVANCEMENT,225.819,230.56,30,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,0.49625,1.0,5e-05,0.40815,0.0,226.31803918970837,0.49625,0.49625,0.50375,5e-05,0.40815,0.59185,226.73198209679356,0.0,0.0,0.0,0.50375,0.59185,False,False,False,False
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,DAY1,FAST_NINE_ADVANCEMENT,225.819,230.56,30,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,0.49625,1.0,5e-05,0.40815,0.0,226.31803918970837,0.75165,0.75165,0.24835,5e-05,0.61815,0.38185,226.72592923996066,0.2554,0.0,0.20999999999999996,0.24835,0.38185,False,True,False,False
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,DAY1,FAST_NINE_ADVANCEMENT,225.819,230.56,30,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,0.49625,1.0,5e-05,0.40815,0.0,226.31803918970837,1.0,1.0,0.0,5e-05,0.82265,0.17735,226.72396675832132,0.5037499999999999,0.0,0.4145,0.0,0.17735,False,True,False,False
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,DAY1,FAST_NINE_ADVANCEMENT,225.819,230.56,30,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,0.49625,1.0,5e-05,0.40815,0.0,226.31803918970837,1.0,1.0,0.0,5e-05,0.82265,0.17735,226.72396675832132,0.5037499999999999,0.0,0.4145,0.0,0.17735,False,True,False,False
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,DAY1,FAST_NINE_ADVANCEMENT,225.819,230.56,45,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,0.7519,1.0,0.0,0.61905,0.0,226.57955796314374,0.7519,0.7519,0.2481,0.0,0.61905,0.38095,226.73746131177663,0.0,0.0,0.0,0.2481,0.38095,False,False,False,False
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,DAY1,FAST_NINE_ADVANCEMENT,225.819,230.56,45,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,0.7519,1.0,0.0,0.61905,0.0,226.57955796314374,1.0,1.0,0.0,0.0,0.82465,0.17535,226.7353229657366,0.2481,0.0,0.2056,0.0,0.17535,False,True,False,False
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,DAY1,FAST_NINE_ADVANCEMENT,225.819,230.56,45,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,0.7519,1.0,0.0,0.61905,0.0,226.57955796314374,1.0,1.0,0.0,0.0,0.82465,0.17535,226.7353229657366,0.2481,0.0,0.2056,0.0,0.17535,False,True,False,False
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,DAY1,FAST_NINE_ADVANCEMENT,225.819,230.56,45,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,0.7519,1.0,0.0,0.61905,0.0,226.57955796314374,1.0,1.0,0.0,0.0,0.82465,0.17535,226.7353229657366,0.2481,0.0,0.2056,0.0,0.17535,False,True,False,False
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,DAY1,FAST_NINE_ADVANCEMENT,225.819,230.56,60,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,1.0,1.0,5e-05,0.82485,0.0,226.81645632436667,1.0,1.0,0.0,5e-05,0.82485,0.17515,226.72613564655316,0.0,0.0,0.0,0.0,0.17515,False,False,False,False
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,DAY1,FAST_NINE_ADVANCEMENT,225.819,230.56,60,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,1.0,1.0,5e-05,0.82485,0.0,226.81645632436667,1.0,1.0,0.0,5e-05,0.82485,0.17515,226.72613564655316,0.0,0.0,0.0,0.0,0.17515,False,False,False,False
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,DAY1,FAST_NINE_ADVANCEMENT,225.819,230.56,60,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,1.0,1.0,5e-05,0.82485,0.0,226.81645632436667,1.0,1.0,0.0,5e-05,0.82485,0.17515,226.72613564655316,0.0,0.0,0.0,0.0,0.17515,False,False,False,False
DAY1::DAY1_2020_59_POST_FIRST_ATTEMPT,2020,Max Chilton,DAY1,FAST_NINE_ADVANCEMENT,225.819,230.56,60,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,1.0,1.0,5e-05,0.82485,0.0,226.81645632436667,1.0,1.0,0.0,5e-05,0.82485,0.17515,226.72613564655316,0.0,0.0,0.0,0.0,0.17515,False,False,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,5,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,0.0,1.0,0.0,0.0,0.0,228.768,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,False,False,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,5,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,0.0,1.0,0.0,0.0,0.0,228.768,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,False,False,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,5,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,0.0,1.0,0.0,0.0,0.0,228.768,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,False,False,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,5,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,0.0,1.0,0.0,0.0,0.0,228.768,0.2497,0.2497,0.7503,0.14315,0.1539,0.8461,229.08340573070393,0.2497,0.14315,0.1539,0.7503,0.8461,True,True,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,10,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,0.2464,1.0,0.14525,0.15565,0.0,228.91429875112223,0.2464,0.2464,0.7536,0.14525,0.15565,0.84435,229.10288135946556,0.0,0.0,0.0,0.7536,0.84435,False,False,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,10,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,0.2464,1.0,0.14525,0.15565,0.0,228.91429875112223,0.2464,0.2464,0.7536,0.14525,0.15565,0.84435,229.10288135946556,0.0,0.0,0.0,0.7536,0.84435,False,False,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,10,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,0.2464,1.0,0.14525,0.15565,0.0,228.91429875112223,0.2464,0.2464,0.7536,0.14525,0.15565,0.84435,229.10288135946556,0.0,0.0,0.0,0.7536,0.84435,False,False,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,10,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,0.2464,1.0,0.14525,0.15565,0.0,228.91429875112223,0.50025,0.50025,0.49975,0.2925,0.3126,0.6874,229.09440185484542,0.25384999999999996,0.14725,0.15694999999999998,0.49975,0.6874,True,True,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,15,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,0.25215,1.0,0.14405,0.15405,0.0,228.91690869597392,0.25215,0.25215,0.74785,0.14405,0.15405,0.84595,229.07788027216878,0.0,0.0,0.0,0.74785,0.84595,False,False,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,15,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,0.25215,1.0,0.14405,0.15405,0.0,228.91690869597392,0.50145,0.50145,0.49855,0.28865,0.30815,0.69185,229.0795981059343,0.24929999999999997,0.1446,0.1541,0.49855,0.69185,True,True,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,15,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,0.25215,1.0,0.14405,0.15405,0.0,228.91690869597392,0.50145,0.50145,0.49855,0.28865,0.30815,0.69185,229.0795981059343,0.24929999999999997,0.1446,0.1541,0.49855,0.69185,True,True,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,15,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,0.25215,1.0,0.14405,0.15405,0.0,228.91690869597392,1.0,1.0,0.0,0.57455,0.6157,0.3843,229.07260328763073,0.74785,0.4305,0.46165,0.0,0.3843,True,True,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,20,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,0.4998,1.0,0.2891,0.31045,0.0,229.06587990809757,0.4998,0.4998,0.5002,0.2891,0.31045,0.68955,229.10157073442872,0.0,0.0,0.0,0.5002,0.68955,False,False,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,20,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,0.4998,1.0,0.2891,0.31045,0.0,229.06587990809757,0.4998,0.4998,0.5002,0.2891,0.31045,0.68955,229.10157073442872,0.0,0.0,0.0,0.5002,0.68955,False,False,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,20,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,0.4998,1.0,0.2891,0.31045,0.0,229.06587990809757,0.7513,0.7513,0.2487,0.4354,0.46625,0.53375,229.09354576800834,0.25149999999999995,0.14629999999999999,0.1558,0.2487,0.53375,True,True,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,20,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,0.4998,1.0,0.2891,0.31045,0.0,229.06587990809757,1.0,1.0,0.0,0.5829,0.62355,0.37645,229.0987928888768,0.5002,0.29379999999999995,0.31310000000000004,0.0,0.37645,True,True,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,30,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,0.50515,1.0,0.2911,0.3129,0.0,229.06646268274105,0.50515,0.50515,0.49485,0.2911,0.3129,0.6871,229.0784158833475,0.0,0.0,0.0,0.49485,0.6871,False,False,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,30,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,0.50515,1.0,0.2911,0.3129,0.0,229.06646268274105,0.7523,0.7523,0.2477,0.43405,0.4658,0.5342,229.08168955582394,0.24714999999999998,0.14294999999999997,0.15289999999999998,0.2477,0.5342,True,True,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,30,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,0.50515,1.0,0.2911,0.3129,0.0,229.06646268274105,1.0,1.0,0.0,0.5762,0.61825,0.38175,229.08050324565525,0.49485,0.2851,0.30534999999999995,0.0,0.38175,True,True,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,30,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,0.50515,1.0,0.2911,0.3129,0.0,229.06646268274105,1.0,1.0,0.0,0.5762,0.61825,0.38175,229.08050324565525,0.49485,0.2851,0.30534999999999995,0.0,0.38175,True,True,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,45,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,0.74605,1.0,0.43375,0.4657,0.0,229.2102189354455,0.74605,0.74605,0.25395,0.43375,0.4657,0.5343,229.09551594333342,0.0,0.0,0.0,0.25395,0.5343,False,False,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,45,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,0.74605,1.0,0.43375,0.4657,0.0,229.2102189354455,1.0,1.0,0.0,0.5811,0.6237,0.3763,229.0988971022075,0.25395,0.14734999999999993,0.15800000000000003,0.0,0.3763,True,True,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,45,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,0.74605,1.0,0.43375,0.4657,0.0,229.2102189354455,1.0,1.0,0.0,0.5811,0.6237,0.3763,229.0988971022075,0.25395,0.14734999999999993,0.15800000000000003,0.0,0.3763,True,True,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,45,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,0.74605,1.0,0.43375,0.4657,0.0,229.2102189354455,1.0,1.0,0.0,0.5811,0.6237,0.3763,229.0988971022075,0.25395,0.14734999999999993,0.15800000000000003,0.0,0.3763,True,True,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,60,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,1.0,1.0,0.5795,0.6196,0.0,229.36404678536599,1.0,1.0,0.0,0.5795,0.6196,0.3804,229.09460282222284,0.0,0.0,0.0,0.0,0.3804,False,False,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,60,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,1.0,1.0,0.5795,0.6196,0.0,229.36404678536599,1.0,1.0,0.0,0.5795,0.6196,0.3804,229.09460282222284,0.0,0.0,0.0,0.0,0.3804,False,False,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,60,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,1.0,1.0,0.5795,0.6196,0.0,229.36404678536599,1.0,1.0,0.0,0.5795,0.6196,0.3804,229.09460282222284,0.0,0.0,0.0,0.0,0.3804,False,False,False,False
DAY1::DAY1_2020_66_POST_FIRST_ATTEMPT,2020,Fernando Alonso,DAY1,FAST_NINE_ADVANCEMENT,228.768,228.88,60,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,1.0,1.0,0.5795,0.6196,0.0,229.36404678536599,1.0,1.0,0.0,0.5795,0.6196,0.3804,229.09460282222284,0.0,0.0,0.0,0.0,0.3804,False,False,False,False
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,DAY1,FAST_NINE_ADVANCEMENT,226.341,230.56,5,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,0.0,1.0,0.0,0.0,0.0,226.341,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,False,False,False,False
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,DAY1,FAST_NINE_ADVANCEMENT,226.341,230.56,5,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,0.0,1.0,0.0,0.0,0.0,226.341,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,False,False,False,False
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,DAY1,FAST_NINE_ADVANCEMENT,226.341,230.56,5,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,0.0,1.0,0.0,0.0,0.0,226.341,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,False,False,False,False
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,DAY1,FAST_NINE_ADVANCEMENT,226.341,230.56,5,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,0.0,1.0,0.0,0.0,0.0,226.341,0.25,0.25,0.75,0.0,0.2138,0.7862,227.36649522311444,0.25,0.0,0.2138,0.75,0.7862,False,True,False,False
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,DAY1,FAST_NINE_ADVANCEMENT,226.341,230.56,10,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,0.2484,1.0,0.00025,0.21215,0.0,226.61955313206298,0.2484,0.2484,0.7516,0.00025,0.21215,0.78785,227.39054897524093,0.0,0.0,0.0,0.7516,0.78785,False,False,False,False
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,DAY1,FAST_NINE_ADVANCEMENT,226.341,230.56,10,STRUCTURAL_SENSITIVITY_SCENARIO,0.25,25,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,3.750|11.250|22.500|33.750,0.2484,1.0,0.00025,0.21215,0.0,226.61955313206298,0.2484,0.2484,0.7516,0.00025,0.21215,0.78785,227.39054897524093,0.0,0.0,0.0,0.7516,0.78785,False,False,False,False
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,DAY1,FAST_NINE_ADVANCEMENT,226.341,230.56,10,STRUCTURAL_SENSITIVITY_SCENARIO,0.5,50,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,2.500|7.500|15.000|22.500,0.2484,1.0,0.00025,0.21215,0.0,226.61955313206298,0.2484,0.2484,0.7516,0.00025,0.21215,0.78785,227.39054897524093,0.0,0.0,0.0,0.7516,0.78785,False,False,False,False
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,DAY1,FAST_NINE_ADVANCEMENT,226.341,230.56,10,STRUCTURAL_SENSITIVITY_SCENARIO,0.75,75,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,1.250|3.750|7.500|11.250,0.2484,1.0,0.00025,0.21215,0.0,226.61955313206298,0.49975,0.49975,0.50025,0.0004,0.42825,0.57175,227.38805937596914,0.25135,0.00015000000000000001,0.21610000000000001,0.50025,0.57175,True,True,False,False
DAY1::DAY1_2020_67_POST_FIRST_ATTEMPT,2020,JR Hildebrand,DAY1,FAST_NINE_ADVANCEMENT,226.341,230.56,15,STRUCTURAL_SENSITIVITY_SCENARIO,0.0,0,STRUCTURAL_SENSITIVITY_NOT_HISTORICAL_ESTIMATE,20000,5|15|30|45,5.000|15.000|30.000|45.000,0.24885,1.0,0.00015,0.2143,0.0,226.6200139759818,0.24885,0.24885,0.75115,0.00015,0.2143,0.7857,227.39384392977064,0.0,0.0,0.0,0.75115,0.7857,False,False,False,False
