year,attempt_id,driver_name,driver_key,car_number,result_status,strict_performance_eligible,reference_available,reference_speed_mph,reference_type,point_time_available,environment_alignment_usable,ptsc_track_temp_available,hrrr_leakage_safe_available,observed_latent_ready,forecast_latent_ready,dataset_role
2021,d21081ad-a290-598a-a343-73123d94cb55,Scott Dixon,scott dixon,9,VALID_RETAINED,True,True,233.302,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,c2deab22-d3a0-5601-80f8-4cbf631c8f88,Marco Andretti,marco andretti,98,VALID_RETAINED,True,True,230.335,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,b671a083-ccd6-5511-a882-53e7bf202c19,Marco Andretti,marco andretti,98,VALID_RETAINED,True,True,230.335,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2021,cb6ab391-510a-562a-a1bc-a173959477a0,Marco Andretti,marco andretti,98,VALID_RETAINED,True,True,230.335,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2022,01896a4f-c482-5093-a806-89bc4273641d,Helio Castroneves,helio castroneves,06,VALID_RETAINED,True,True,229.677,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,90eea27e-6e83-5e24-8428-811eae3ff157,Helio Castroneves,helio castroneves,06,VALID_RETAINED,True,True,229.677,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,a21e6e46-405e-5d8b-933f-63c35adeec21,Tony Kanaan,tony kanaan,1,VALID_RETAINED,True,True,230.517,FOUR_LAP_QUALIFYING_SIM,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,e10faf3a-59f8-5528-9a9b-1ea63c1322c9,Alex Palou,alex palou,10,VALID_RETAINED,True,True,231.085,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,0ac03a4b-263a-56b8-bf3f-4996c2968118,JR Hildebrand,jr hildebrand,11,VALID_RETAINED,True,True,226.198,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,e614cc7e-1b9a-5642-8a8c-06eb73a962a5,Will Power,will power,12,VALID_RETAINED,True,True,231.146,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,ee83729a-9032-52de-886d-f56814a402d2,Kyle Kirkwood,kyle kirkwood,14,VALID_RETAINED,True,True,226.064,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,49123354-e908-58a8-a865-3e57e6184f5c,Graham Rahal,graham rahal,15,VALID_RETAINED,True,True,226.819,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,619575d3-e7eb-5cce-886f-0a8485b98eba,David Malukas,david malukas,18,VALID_RETAINED,True,True,230.287,FOUR_LAP_QUALIFYING_SIM,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,85c917fa-1c7a-52cb-a47f-468b4bdae9a5,David Malukas,david malukas,18,VALID_RETAINED,True,True,230.287,FOUR_LAP_QUALIFYING_SIM,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,83034975-303c-57b1-9190-95bc705d3941,Josef Newgarden,josef newgarden,2,VALID_RETAINED,True,True,231.18,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,a395f440-40c9-5b57-82bb-b5353a862b0f,Josef Newgarden,josef newgarden,2,UNKNOWN,False,True,231.18,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,f63416c8-d69c-5ec9-b8bc-1a26aae11c44,Conor Daly,conor daly,20,VALID_RETAINED,True,True,230.589,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,cef4544c-d721-54eb-bf70-ce8535756a5e,Rinus VeeKay,rinus veekay,21,VALID_RETAINED,True,True,229.635,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,50c1a7df-b227-5216-ba4d-c391ee794a68,Santino Ferrucci,santino ferrucci,23,VALID_RETAINED,True,True,226.627,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,8e0c8731-4ddc-515a-949e-7902dd01eaeb,Sage Karam,sage karam,24,VALID_RETAINED,True,True,230.826,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,2c453335-3a19-5653-8d5c-79d94db93028,Sage Karam,sage karam,24,VALID_RETAINED,True,True,230.826,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,4778bf12-3fb5-5321-b4ae-9dc2f0880c25,Sage Karam,sage karam,24,UNKNOWN,False,True,230.826,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,f2811627-1280-5eea-845c-6057e526aaea,Stefan Wilson,stefan wilson,25,UNKNOWN,False,True,226.233,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,784d352d-2b04-566e-8aef-19317c10d0fa,Colton Herta,colton herta,26,VALID_RETAINED,True,True,220.64,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,88fe3936-d77d-5a12-bdd7-0104979729da,Colton Herta,colton herta,26,UNKNOWN,False,True,220.64,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,1e2facfd-2c67-5b5a-9556-04ef28eeb0d8,Alexander Rossi,alexander rossi,27,VALID_RETAINED,True,True,231.883,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,b3147013-0fda-5982-bea1-85788019ef89,Alexander Rossi,alexander rossi,27,VALID_RETAINED,True,True,231.883,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,a49549a1-2253-5bd5-9923-b0b7fdbb20d7,Romain Grosjean,romain grosjean,28,VALID_RETAINED,True,True,230.27,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,c8097625-d9cf-5926-bba2-649d12e5c0e0,Devlin DeFrancesco,devlin defrancesco,29,VALID_RETAINED,True,True,226.697,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,d2ae8749-6312-5afd-b193-dd23dc071124,Scott McLaughlin,scott mclaughlin,3,VALID_RETAINED,True,True,231.206,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,43d9c081-67f5-5d6f-8b48-9db0ac683a6c,Scott McLaughlin,scott mclaughlin,3,VALID_RETAINED,True,True,231.206,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,b1fff6ff-974e-5d54-b847-db825d74fd15,Christian Lundgaard,christian lundgaard,30,VALID_RETAINED,True,True,225.883,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,db54aa3f-0c36-5472-94f1-5c4555dd1a53,Ed Carpenter,ed carpenter,33,VALID_RETAINED,True,True,228.334,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,ce3385d5-652c-5485-8ae9-aa95231574ad,Dalton Kellett,dalton kellett,4,VALID_RETAINED,True,True,227.157,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,488dda2c-a88d-5f03-95ca-3decb53cd2c9,Jack Harvey,jack harvey,45,VALID_RETAINED,True,True,224.319,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,98dc390f-b38c-5384-b51e-9f479c8859a6,Jimmie Johnson,jimmie johnson,48,VALID_RETAINED,True,True,229.094,FOUR_LAP_QUALIFYING_SIM,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,e2318f1b-020c-5e41-abb3-2159a17b3a27,Pato O'Ward,pato o ward,5,VALID_RETAINED,True,True,230.111,FOUR_LAP_QUALIFYING_SIM,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,3f221659-74ff-5901-97dc-08071a734690,Takuma Sato,takuma sato,51,DISALLOWED,False,True,229.68,FOUR_LAP_QUALIFYING_SIM,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,21e8c99e-b04c-516d-85a8-ccfbaed7ff46,Takuma Sato,takuma sato,51,VALID_RETAINED,True,True,229.68,FOUR_LAP_QUALIFYING_SIM,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,bb599e9f-cbdc-5c79-9791-ce325ef01086,Juan Pablo Montoya,juan pablo montoya,6,VALID_RETAINED,True,True,223.764,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,782b5ff7-fb2c-5c01-9209-dfd3f4cb289b,Simon Pagenaud,simon pagenaud,60,VALID_RETAINED,True,True,229.184,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,8c6dd650-69c2-52af-8840-a92c88cb517e,Felix Rosenqvist,felix rosenqvist,7,VALID_RETAINED,True,True,231.493,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,3cd6d98a-da75-5822-8dae-05e83ad8457c,Callum Ilott,callum ilott,77,VALID_RETAINED,True,True,230.147,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,8fa25fec-e5a6-5844-b3d7-f67c9dc91378,Callum Ilott,callum ilott,77,VALID_RETAINED,True,True,230.147,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,6bdde501-b1fc-5382-8f09-3918fb5aa07e,Marcus Ericsson,marcus ericsson,8,VALID_RETAINED,True,True,231.782,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,ed8e8f45-6cb1-51cb-a3a7-3aa60a373517,Scott Dixon,scott dixon,9,VALID_RETAINED,True,True,231.53,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,c044edbc-0f6c-5aab-bdef-9c4156b50617,Marco Andretti,marco andretti,98,VALID_RETAINED,True,True,229.85,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2022,63982b5e-7639-5140-a6a2-702a77c2fc85,Marco Andretti,marco andretti,98,VALID_RETAINED,True,True,229.85,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,DEGRADED_CHRONOLOGY_VALIDATION
2023,5d44896c-c256-5478-aa5d-74307895b1b0,Helio Castroneves,helio castroneves,06,RETIRED,False,True,232.138,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,f9447c70-a844-5937-8f80-cf8d2fce9771,Helio Castroneves,helio castroneves,06,VALID_RETAINED,True,True,232.138,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,54bd105a-3662-54c0-83e5-97a95e43e1de,Helio Castroneves,helio castroneves,06,WAVED_OFF,False,True,232.138,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,096ff05c-1785-53cf-be2f-65bbb6ce7cd1,Alex Palou,alex palou,10,VALID_RETAINED,True,True,233.268,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2023,55b6b39a-d64a-5a38-9dbc-84a9faac294b,Takuma Sato,takuma sato,11,RETIRED,False,True,233.412,FOUR_LAP_QUALIFYING_SIM,True,True,True,True,False,False,CORE_DEVELOPMENT
2023,dd0ff96a-0d57-5ba5-8691-ebf2359edec4,Takuma Sato,takuma sato,11,VALID_RETAINED,True,True,233.412,FOUR_LAP_QUALIFYING_SIM,True,True,True,True,True,True,CORE_DEVELOPMENT
2023,0051ca1a-7c05-591e-9776-995fe0689445,Will Power,will power,12,RETIRED,False,True,233.07,FOUR_LAP_QUALIFYING_SIM,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,6913fe23-0965-51fa-8577-ee1007d0f88d,Will Power,will power,12,VALID_RETAINED,True,True,233.07,FOUR_LAP_QUALIFYING_SIM,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,8e15632d-6932-5877-a861-34ed691706e1,Will Power,will power,12,FAILED,False,True,233.07,FOUR_LAP_QUALIFYING_SIM,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,cda49858-f649-523a-85fb-8d53847f80bf,Santino Ferrucci,santino ferrucci,14,VALID_RETAINED,True,True,233.758,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2023,6d879c45-8d0a-5f3e-8231-8af530bf9285,Graham Rahal,graham rahal,15,VALID_SUPERSEDED,True,True,230.669,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,e1ec0551-73d2-567c-b806-24a928d89c9e,Graham Rahal,graham rahal,15,FAILED,False,True,230.669,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,8b65d76e-1fe5-5a74-814f-3f18e282da51,Graham Rahal,graham rahal,15,WAVED_OFF,False,True,230.669,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,c805f613-009d-53c6-a793-d354344ba37a,Graham Rahal,graham rahal,15,WAVED_OFF,False,True,230.669,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,e676cc29-ed11-5299-abcd-0696a7eb4668,David Malukas,david malukas,18,VALID_SUPERSEDED,True,True,232.366,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,4e8f59ee-2017-5f6b-870a-8398a96b4eb9,David Malukas,david malukas,18,VALID_SUPERSEDED,True,True,232.366,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,cf5e2385-35ca-51eb-a4d9-6ab7da79af04,David Malukas,david malukas,18,VALID_RETAINED,True,True,232.366,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,b5b7648e-1c41-583d-bcd6-29d0392c46a5,David Malukas,david malukas,18,WAVED_OFF,False,True,232.366,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,ba018dfd-9f05-5b0d-adf9-6fee90441a6d,Josef Newgarden,josef newgarden,2,WITHDRAWN,True,True,233.085,FOUR_LAP_QUALIFYING_SIM,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,100ef01c-38fa-59f4-a91f-a9a703ed7d2c,Josef Newgarden,josef newgarden,2,VALID_RETAINED,True,True,233.085,FOUR_LAP_QUALIFYING_SIM,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,7f0d5508-4e22-59b0-abc5-cb8cf7f9cc2f,Josef Newgarden,josef newgarden,2,WAVED_OFF,False,True,233.085,FOUR_LAP_QUALIFYING_SIM,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,6ac7f239-a4c8-58cb-b816-ca8512d9e76b,Conor Daly,conor daly,20,VALID_RETAINED,True,True,232.987,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,b33e0cec-e805-5abd-897a-65b4bd5a164a,Conor Daly,conor daly,20,FAILED,False,True,232.987,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,886cda01-1c72-527d-b27e-97ca915f57fb,Conor Daly,conor daly,20,WAVED_OFF,False,True,232.987,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,5d48192b-5510-5e99-b8c1-6f8dbd074ad7,Rinus VeeKay,rinus veekay,21,VALID_RETAINED,True,True,234.171,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2023,11a85bb9-a5f7-54be-afd7-706bdf4d7c8c,Ryan Hunter-Reay,ryan hunter reay,23,RETIRED,False,True,232.861,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,c86d0077-2b68-5d21-8710-1ed94d3da903,Ryan Hunter-Reay,ryan hunter reay,23,VALID_RETAINED,True,True,232.861,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,bc323143-126d-5650-815e-a8a6635437b3,Ryan Hunter-Reay,ryan hunter reay,23,FAILED,False,True,232.861,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,42d64630-9541-5086-8ac4-faa32bc37e7e,Stefan Wilson,stefan wilson,24,RETIRED,False,True,232.57,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,29072f66-113f-50fd-9d79-f9256821f878,Stefan Wilson,stefan wilson,24,FAILED,False,True,232.57,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,111ee81b-a11a-5ab8-b5a4-9eadb4f12a70,Stefan Wilson,stefan wilson,24,VALID_RETAINED,True,True,232.57,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,a0403bbb-d597-5780-bb01-764b8a6d60c9,Colton Herta,colton herta,26,VALID_RETAINED,True,True,233.555,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,3982bfeb-b062-5d85-ac65-0ba52f189ec5,Colton Herta,colton herta,26,FAILED,False,True,233.555,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,94ddc0d9-ad14-53ef-acdc-7dbbb9f2ac67,Colton Herta,colton herta,26,FAILED,False,True,233.555,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,d0b7a0c6-086c-53e9-8b7a-ef2ad8f92578,Colton Herta,colton herta,26,FAILED,False,True,233.555,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,dda33fdd-49c8-5082-a03d-252bf1a6fa49,Kyle Kirkwood,kyle kirkwood,27,RETIRED,False,True,233.608,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,False,False,CORE_DEVELOPMENT
2023,f9f206a7-b2ab-5eb9-8805-0d279c65164d,Kyle Kirkwood,kyle kirkwood,27,RETIRED,False,True,233.608,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,False,False,CORE_DEVELOPMENT
2023,970e09d9-9783-53a2-ac70-f2117bee1d09,Kyle Kirkwood,kyle kirkwood,27,VALID_RETAINED,True,True,233.608,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2023,19a014d1-8e9c-5310-a9ef-9ea6b3e3f3cf,Romain Grosjean,romain grosjean,28,VALID_RETAINED,True,True,232.942,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,f5a86cce-909c-5b00-b81c-4d940ee8e36c,Romain Grosjean,romain grosjean,28,WAVED_OFF,False,True,232.942,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,fc192c12-6b92-5281-8d13-2697b4a4acc9,Romain Grosjean,romain grosjean,28,WAVED_OFF,False,True,232.942,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,f10d3a91-6f0d-59f0-9ea9-4db5cf6e44b9,Devlin DeFrancesco,devlin defrancesco,29,RETIRED,False,True,232.323,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,False,False,CORE_DEVELOPMENT
2023,ab6f7ab5-b6ba-5e02-9560-f89bd35b575c,Devlin DeFrancesco,devlin defrancesco,29,VALID_RETAINED,True,True,232.323,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2023,506daaba-7e0d-53d8-b6ec-c466d0af30b3,Scott McLaughlin,scott mclaughlin,3,RETIRED,False,True,233.347,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,d208b8e3-e26b-5e24-9235-a7bc3437ab10,Scott McLaughlin,scott mclaughlin,3,VALID_RETAINED,True,True,233.347,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,eddc7e1d-b0e2-52e1-a6c1-a4f18d0682dc,Jack Harvey,jack harvey,30,VALID_SUPERSEDED,True,True,231.166,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,d33be8ba-5d7b-5466-b620-11f5b907071f,Jack Harvey,jack harvey,30,WAVED_OFF,False,True,231.166,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,f4a963bf-49ef-541d-8ce0-742b6b02f2b4,Jack Harvey,jack harvey,30,WAVED_OFF,False,True,231.166,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,04dd64f3-9175-537b-b611-47d98856e4b7,Ed Carpenter,ed carpenter,33,RETIRED,False,True,232.916,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,False,False,CORE_DEVELOPMENT
2023,2b14c17d-769c-504e-819b-55270bb93b13,Ed Carpenter,ed carpenter,33,FAILED,False,True,232.916,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,False,False,CORE_DEVELOPMENT
2023,55035890-97e8-57a3-a2e1-4845f4b05eb9,Ed Carpenter,ed carpenter,33,VALID_RETAINED,True,True,232.916,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2023,939cb422-2442-550d-9cc5-80f8c372c5d7,Katherine Legge,katherine legge,44,VALID_RETAINED,True,True,231.42,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2023,f504e7df-42b4-563e-a2a2-529b0200caba,Christian Lundgaard,christian lundgaard,45,RETIRED,False,True,231.153,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,d3cf5026-1b00-5bfb-8172-34a03ecce358,Christian Lundgaard,christian lundgaard,45,VALID_SUPERSEDED,True,True,231.153,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,c8919a56-98b9-5688-90ea-6aa29ed080e0,Christian Lundgaard,christian lundgaard,45,VALID_SUPERSEDED,True,True,231.153,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,b817b1da-3d3e-5619-bf2d-926dc0e7bfd0,Christian Lundgaard,christian lundgaard,45,FAILED,False,True,231.153,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,86528548-acb2-5972-a3cd-583a1a3f0514,Pato O'Ward,pato o ward,5,VALID_RETAINED,True,True,233.796,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2023,66a44749-a775-58cd-858d-98e243eba973,RC Enerson,rc enerson,50,VALID_RETAINED,True,True,231.242,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2023,945afc8b-1f85-54cf-a7c0-a36c707605f6,Sting Ray Robb,sting ray robb,51,VALID_SUPERSEDED,True,True,231.699,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,7d60bb86-6562-54bb-b274-1e7b707149cf,Sting Ray Robb,sting ray robb,51,FAILED,False,True,231.699,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,aaf63a9f-e624-503d-accf-8f1798a60779,Sting Ray Robb,sting ray robb,51,FAILED,False,True,231.699,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,27242849-b5f5-5519-aab2-aba36bc29b46,Sting Ray Robb,sting ray robb,51,WAVED_OFF,False,True,231.699,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,5ff6581d-9433-56e7-89ca-1cba397b1eb5,Benjamin Pedersen,benjamin pedersen,55,VALID_RETAINED,True,True,233.197,GENERAL_FAST_FRIDAY_BEST_SPEED,True,True,True,True,True,True,CORE_DEVELOPMENT
2023,9c85ad9a-de5a-5a03-9262-9ef6823db9e8,Felix Rosenqvist,felix rosenqvist,6,RETIRED,False,True,233.458,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,f684d582-76d7-5411-83d0-39af174901c3,Felix Rosenqvist,felix rosenqvist,6,VALID_RETAINED,True,True,233.458,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,368dae23-2a23-508f-9f4a-968aafca6e0d,Simon Pagenaud,simon pagenaud,60,RETIRED,False,True,232.595,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,09fab927-89b4-520d-aad1-456ac5f4f11a,Simon Pagenaud,simon pagenaud,60,VALID_RETAINED,True,True,232.595,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
2023,c03ab2f1-c1c2-590f-b1af-3a639fddebaa,Simon Pagenaud,simon pagenaud,60,WAVED_OFF,False,True,232.595,GENERAL_FAST_FRIDAY_BEST_SPEED,False,False,False,False,False,False,CORE_DEVELOPMENT
