fused_decision_id,year,driver,regime,action,protected_result_exists_at_decision,assumed_time_remaining_minutes,time_remaining_semantics,n_draws,mc_status,performance_sample_ready,predictive_mean_mph,predictive_sd_mph,performance_support_count,uncertainty_class,current_result_speed_mph,benchmark_type,benchmark_rank,benchmark_speed_mph,p_reattempt_completed,p_final_result_exists,p_no_final_result,p_new_attempt_beats_current_result,p_new_attempt_meets_or_exceeds_decision_benchmark,p_final_result_meets_or_exceeds_decision_benchmark,p_final_result_worse_than_current,p_protected_result_surrendered,expected_new_attempt_speed_mph,expected_final_result_speed_conditional_mph,final_speed_q05_mph,final_speed_q25_mph,final_speed_q50_mph,final_speed_q75_mph,final_speed_q95_mph,wait_mean_minutes,wait_q05_minutes,wait_q50_minutes,wait_q95_minutes,run_duration_mean_minutes,completion_time_mean_minutes,dynamic_competitor_evolution_used,interruption_model_used
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,STOP,True,5,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.0,1.0,0.0,,,0.0,0.0,0.0,,228.115,228.115,228.115,228.115,228.115,228.115,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,STOP,True,10,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.0,1.0,0.0,,,0.0,0.0,0.0,,228.115,228.115,228.115,228.115,228.115,228.115,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,STOP,True,15,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.0,1.0,0.0,,,0.0,0.0,0.0,,228.115,228.115,228.115,228.115,228.115,228.115,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,STOP,True,20,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.0,1.0,0.0,,,0.0,0.0,0.0,,228.115,228.115,228.115,228.115,228.115,228.115,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,STOP,True,30,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.0,1.0,0.0,,,0.0,0.0,0.0,,228.115,228.115,228.115,228.115,228.115,228.115,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,STOP,True,45,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.0,1.0,0.0,,,0.0,0.0,0.0,,228.115,228.115,228.115,228.115,228.115,228.115,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,STOP,True,60,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.0,1.0,0.0,,,0.0,0.0,0.0,,228.115,228.115,228.115,228.115,228.115,228.115,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,RETAIN_AND_REATTEMPT,True,5,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.5503923798101,228.115,228.115,228.115,228.115,228.115,228.115,23.86475,5.0,30.0,45.0,2.5994173597623487,26.46416735976235,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,RETAIN_AND_REATTEMPT,True,10,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.24505,1.0,0.0,0.06845,0.0002,0.0002,0.0,0.0,227.52919693704843,228.15682991708954,228.115,228.115,228.115,228.115,228.35051610343876,24.02075,5.0,30.0,45.0,2.599191871947628,26.619941871947628,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,RETAIN_AND_REATTEMPT,True,15,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.2528,1.0,0.0,0.06945,0.00025,0.00025,0.0,0.0,227.5453537483466,228.1568067066994,228.115,228.115,228.115,228.115,228.3698623598132,23.5315,5.0,15.0,45.0,2.599338623075574,26.130838623075572,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,RETAIN_AND_REATTEMPT,True,20,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.49685,1.0,0.0,0.1405,0.00065,0.00065,0.0,0.0,227.5432447087218,228.19714684304557,228.115,228.115,228.115,228.115,228.7667567676777,23.814,5.0,30.0,45.0,2.5994419325980824,26.413441932598083,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,RETAIN_AND_REATTEMPT,True,30,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.49875,1.0,0.0,0.14165,0.0005,0.0005,0.0,0.0,227.5478567194352,228.20205185249668,228.115,228.115,228.115,228.115,228.80225980628634,23.788,5.0,30.0,45.0,2.599180290049532,26.387180290049535,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,RETAIN_AND_REATTEMPT,True,45,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.75205,1.0,0.0,0.21255,0.0006,0.0006,0.0,0.0,227.54320539540984,228.241664684493,228.115,228.115,228.115,228.115,229.00136199363152,23.791,5.0,30.0,45.0,2.5995835545023276,26.390583554502328,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,RETAIN_AND_REATTEMPT,True,60,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,1.0,1.0,0.0,0.28065,0.0013,0.0013,0.0,0.0,227.54340043918927,228.28503183339197,228.115,228.115,228.115,228.20602601221094,229.1538986119157,23.72075,5.0,15.0,45.0,2.5992530932217726,26.32000309322177,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,5,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,227.54961791150552,,,,,,,23.736,5.0,30.0,45.0,2.5992029556165375,26.335202955616534,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,10,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.25555,0.25555,0.74445,0.0705,0.0002,0.0002,0.9295,1.0,227.5311353561988,227.5482682984913,225.9401463545602,226.89401317512684,227.55817914445575,228.18684166551537,229.17448323244895,23.53775,5.0,15.0,45.0,2.5991115917289647,26.136861591728966,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,15,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.24695,0.24695,0.75305,0.0659,0.00025,0.00025,0.9341,1.0,227.54215394934099,227.52667400939296,225.8906978494182,226.85149195912703,227.54769757644095,228.16318066460315,229.15531043608408,23.90425,5.0,30.0,45.0,2.5992034784887044,26.50345347848871,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,20,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.492,0.492,0.508,0.1369,0.0007,0.0007,0.8631,1.0,227.5328119487906,227.5421065937849,225.94339049668363,226.8899983483234,227.53682599088174,228.20323597659797,229.16088438350425,23.96725,5.0,30.0,45.0,2.5994222474420536,26.566672247442057,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,30,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.5004,0.5004,0.4996,0.1389,0.00055,0.00055,0.8611,1.0,227.54757571188267,227.5410367912937,225.92303633647336,226.8760600950462,227.5396124314501,228.20582841505595,229.15684475852703,23.8355,5.0,15.0,45.0,2.5992391233881347,26.434739123388134,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,45,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,0.74865,0.74865,0.25135,0.2135,0.00085,0.00085,0.7865,1.0,227.56222277533578,227.56678229233276,225.9626851991341,226.91863755635373,227.57222909140134,228.22032414874616,229.17408571291813,23.74725,5.0,15.0,45.0,2.599212466918962,26.34646246691896,False,False
DAY1::DAY1_2020_3_POST_FIRST_ATTEMPT,2020,Helio Castroneves,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,60,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,227.54412831565,0.977091930269,,LATER_N_20_PLUS,228.115,FAST_NINE_ADVANCEMENT,9.0,230.56,1.0,1.0,0.0,0.2812,0.00075,0.00075,0.7188,1.0,227.5482588901979,227.5482588901979,225.93691528166286,226.8863814659077,227.55404425443746,228.20909451728664,229.159514643763,23.695,5.0,15.0,45.0,2.5990595804322427,26.29405958043224,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,STOP,True,5,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.884,229.884,229.884,229.884,229.884,229.884,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,STOP,True,10,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.884,229.884,229.884,229.884,229.884,229.884,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,STOP,True,15,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.884,229.884,229.884,229.884,229.884,229.884,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,STOP,True,20,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.884,229.884,229.884,229.884,229.884,229.884,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,STOP,True,30,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.884,229.884,229.884,229.884,229.884,229.884,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,STOP,True,45,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.884,229.884,229.884,229.884,229.884,229.884,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,STOP,True,60,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.0,1.0,0.0,,,0.0,0.0,0.0,,229.884,229.884,229.884,229.884,229.884,229.884,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,RETAIN_AND_REATTEMPT,True,5,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,231.6069372945657,229.88399999999996,229.884,229.884,229.884,229.884,229.884,23.6805,5.0,15.0,45.0,2.59934761970339,26.27984761970339,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,RETAIN_AND_REATTEMPT,True,10,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.25135,1.0,0.0,0.24155,0.22025,0.22025,0.0,0.0,231.60887532148567,230.32117435045532,229.884,229.884,229.884,229.884,232.4637269760355,23.69375,5.0,15.0,45.0,2.599168849364038,26.29291884936404,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,RETAIN_AND_REATTEMPT,True,15,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.24795,1.0,0.0,0.23865,0.21675,0.21675,0.0,0.0,231.61796242445834,230.31548687293696,229.884,229.884,229.884,229.884,232.42439678177564,23.80575,5.0,30.0,45.0,2.5994287436812504,26.405178743681255,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,RETAIN_AND_REATTEMPT,True,20,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.49655,1.0,0.0,0.4765,0.4333,0.4333,0.0,0.0,231.60459730832275,230.74122722079073,229.884,229.884,229.884,231.5635792562938,232.88164494591715,23.84425,5.0,30.0,45.0,2.5989905449386095,26.44324054493861,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,RETAIN_AND_REATTEMPT,True,30,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.5009,1.0,0.0,0.47955,0.44165,0.44165,0.0,0.0,231.6262356544164,230.7702995890037,229.884,229.884,229.884,231.6436601219576,232.90324011553724,23.795,5.0,15.0,45.0,2.5993725196592004,26.394372519659203,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,RETAIN_AND_REATTEMPT,True,45,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.7474,1.0,0.0,0.71715,0.65445,0.65445,0.0,0.0,231.60973702416365,231.18483890684544,229.884,229.884,231.17374642218385,232.03155862882954,233.08697848701829,23.79975,5.0,15.0,45.0,2.5992629798264426,26.39901297982644,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,RETAIN_AND_REATTEMPT,True,60,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,1.0,1.0,0.0,0.96245,0.87795,0.87795,0.0,0.0,231.6187360195094,231.6338892916515,230.01192063308383,230.95234632161015,231.61888107079557,232.2769316844453,233.2441495021026,23.72425,5.0,30.0,45.0,2.599104817370828,26.32335481737083,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,5,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,231.61557766149463,,,,,,,23.6825,5.0,15.0,45.0,2.599303493061192,26.281803493061197,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,10,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.2497,0.2497,0.7503,0.23835,0.21775,0.21775,0.76165,1.0,231.6138287571473,231.60398032819475,229.93723271036066,230.92749819205937,231.60037874487526,232.2892276792608,233.24149760437086,23.678,5.0,15.0,45.0,2.5993987482071628,26.277398748207162,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,15,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.2502,0.2502,0.7498,0.2401,0.21985,0.21985,0.7599,1.0,231.61693480730295,231.641904960233,229.97271702610115,230.98331918044863,231.65117889874733,232.31021120809444,233.27020345995894,23.81925,5.0,30.0,45.0,2.599465190703913,26.41871519070391,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,20,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.50025,0.50025,0.49975,0.48035,0.43685,0.43685,0.51965,1.0,231.6151098723391,231.60603020835384,229.99269756483298,230.93549498722768,231.60651409922153,232.2757360562284,233.231795574728,23.7405,5.0,15.0,45.0,2.599334445390164,26.339834445390164,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,30,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.49395,0.49395,0.50605,0.47355,0.43455,0.43455,0.52645,1.0,231.60648833644493,231.61390751528458,229.9811699932245,230.9566084165133,231.60709454486653,232.28516863656532,233.22978695487652,23.889,5.0,30.0,45.0,2.5994524811244584,26.488452481124458,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,45,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,0.74685,0.74685,0.25315,0.7186,0.6547,0.6547,0.2814,1.0,231.61039363345978,231.61696408283436,230.00466593957097,230.94705552778711,231.6128387478606,232.28663870602793,233.2263294668403,23.86625,5.0,30.0,45.0,2.599062602039821,26.465312602039823,False,False
DAY1::DAY1_2020_47_POST_FIRST_ATTEMPT,2020,Conor Daly,DAY1,WITHDRAW_AND_PRIORITY_REATTEMPT,True,60,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,231.609379180602,0.988223143708,,LATER_N_20_PLUS,229.884,FAST_NINE_ADVANCEMENT,9.0,230.472,1.0,1.0,0.0,0.95945,0.87615,0.87615,0.04055,1.0,231.60912868356957,231.60912868356957,229.9762989053552,230.94915249888678,231.6089607968816,232.2686508291028,233.23642631043396,23.64875,5.0,15.0,45.0,2.5992562960582504,26.24800629605825,False,False
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,DAY1,STOP,True,5,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,229.063081959707,0.993305111107,,MODERATE_N_10_19,228.747,FAST_NINE_ADVANCEMENT,9.0,230.296,0.0,1.0,0.0,,,0.0,0.0,0.0,,228.747,228.747,228.747,228.747,228.747,228.747,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,DAY1,STOP,True,10,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,229.063081959707,0.993305111107,,MODERATE_N_10_19,228.747,FAST_NINE_ADVANCEMENT,9.0,230.296,0.0,1.0,0.0,,,0.0,0.0,0.0,,228.747,228.747,228.747,228.747,228.747,228.747,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,DAY1,STOP,True,15,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,229.063081959707,0.993305111107,,MODERATE_N_10_19,228.747,FAST_NINE_ADVANCEMENT,9.0,230.296,0.0,1.0,0.0,,,0.0,0.0,0.0,,228.747,228.747,228.747,228.747,228.747,228.747,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,DAY1,STOP,True,20,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,229.063081959707,0.993305111107,,MODERATE_N_10_19,228.747,FAST_NINE_ADVANCEMENT,9.0,230.296,0.0,1.0,0.0,,,0.0,0.0,0.0,,228.747,228.747,228.747,228.747,228.747,228.747,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,DAY1,STOP,True,30,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,229.063081959707,0.993305111107,,MODERATE_N_10_19,228.747,FAST_NINE_ADVANCEMENT,9.0,230.296,0.0,1.0,0.0,,,0.0,0.0,0.0,,228.747,228.747,228.747,228.747,228.747,228.747,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,DAY1,STOP,True,45,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,229.063081959707,0.993305111107,,MODERATE_N_10_19,228.747,FAST_NINE_ADVANCEMENT,9.0,230.296,0.0,1.0,0.0,,,0.0,0.0,0.0,,228.747,228.747,228.747,228.747,228.747,228.747,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,DAY1,STOP,True,60,STRUCTURAL_SENSITIVITY_SCENARIO,20000,DETERMINISTIC_STOP,True,229.063081959707,0.993305111107,,MODERATE_N_10_19,228.747,FAST_NINE_ADVANCEMENT,9.0,230.296,0.0,1.0,0.0,,,0.0,0.0,0.0,,228.747,228.747,228.747,228.747,228.747,228.747,0.0,0.0,0.0,0.0,0.0,0.0,False,False
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,DAY1,RETAIN_AND_REATTEMPT,True,5,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.063081959707,0.993305111107,,MODERATE_N_10_19,228.747,FAST_NINE_ADVANCEMENT,9.0,230.296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,229.06002203943004,228.74700000000004,228.747,228.747,228.747,228.747,228.747,23.721,5.0,15.0,45.0,2.599231124510504,26.320231124510507,False,False
DAY1::DAY1_2020_51_POST_FIRST_ATTEMPT,2020,James Davison,DAY1,RETAIN_AND_REATTEMPT,True,10,STRUCTURAL_SENSITIVITY_SCENARIO,20000,SIMULATED,True,229.063081959707,0.993305111107,,MODERATE_N_10_19,228.747,FAST_NINE_ADVANCEMENT,9.0,230.296,0.2538,1.0,0.0,0.1576,0.02645,0.02645,0.0,0.0,229.0655408591979,228.89140713108108,228.747,228.747,228.747,228.747,229.91870905501858,23.6445,5.0,15.0,45.0,2.5994550885150387,26.243955088515044,False,False
