metric,value,expected,status
development_rows,104,104,PASS
development_years,"2020,2021,2023","2020,2021,2023",PASS
global_prediction_rows_per_model,True,True,PASS
all_years_within_year_evaluated,"[2020, 2021, 2023]","[2020, 2021, 2023]",PASS
2024_validation_read,False,False,PASS
same_attempt_lap_features_used,False,False,PASS
historical_action_labels_used,False,False,PASS
attribution_only_no_2024_model_selection,True,True,PASS
