file,column,classes,sample_nonempty,sample_numeric,numeric_fraction
r4p1_attempt_four_lap_panel_v1.csv,lap2_speed_mph,PERFORMANCE,305,305,1.0
r4p1_attempt_four_lap_panel_v1.csv,lap2_to_lap3_delta_mph,DERIVED_TREND,263,263,1.0
r4p1_attempt_four_lap_panel_v1.csv,lap3_speed_mph,PERFORMANCE,286,286,1.0
r4p1_attempt_four_lap_panel_v1.csv,lap3_to_lap4_delta_mph,DERIVED_TREND,263,263,1.0
r4p1_attempt_four_lap_panel_v1.csv,lap4_speed_mph,PERFORMANCE,266,266,1.0
r4p1_attempt_four_lap_panel_v1.csv,ptsc_track_temp_available,TRACK_TEMP,329,0,0.0
r4p1_attempt_four_lap_panel_v1.csv,time_lower_utc,TIME,9,0,0.0
r4p1_attempt_four_lap_panel_v1.csv,time_point_utc,TIME,136,0,0.0
r4p1_attempt_four_lap_panel_v1.csv,time_upper_utc,TIME,9,0,0.0
r4p1_attempt_four_lap_panel_v1.csv,year,YEAR,329,329,1.0
r4p1_first_run_order_panel_v1.csv,attempt_id,ATTEMPT_ID,150,0,0.0
r4p1_first_run_order_panel_v1.csv,canonical_end_time_utc,TIME,0,0,0.0
r4p1_first_run_order_panel_v1.csv,canonical_event_time_quality,TIME,150,0,0.0
r4p1_first_run_order_panel_v1.csv,canonical_start_time_utc,TIME,33,0,0.0
r4p1_first_run_order_panel_v1.csv,driver_name,DRIVER_IDENTITY,150,0,0.0
r4p1_first_run_order_panel_v1.csv,four_lap_average_speed_mph,PERFORMANCE,144,144,1.0
r4p1_first_run_order_panel_v1.csv,hrrr_leakage_safe_available,FORECAST,150,0,0.0
r4p1_first_run_order_panel_v1.csv,lap1_speed_mph,PERFORMANCE,146,146,1.0
r4p1_first_run_order_panel_v1.csv,lap1_to_lap2_delta_mph,DERIVED_TREND,144,144,1.0
r4p1_first_run_order_panel_v1.csv,lap1_to_lap4_delta_mph,DERIVED_TREND,144,144,1.0
r4p1_first_run_order_panel_v1.csv,lap2_speed_mph,PERFORMANCE,146,146,1.0
r4p1_first_run_order_panel_v1.csv,lap2_to_lap3_delta_mph,DERIVED_TREND,144,144,1.0
r4p1_first_run_order_panel_v1.csv,lap3_speed_mph,PERFORMANCE,147,147,1.0
r4p1_first_run_order_panel_v1.csv,lap3_to_lap4_delta_mph,DERIVED_TREND,144,144,1.0
r4p1_first_run_order_panel_v1.csv,lap4_speed_mph,PERFORMANCE,147,147,1.0
r4p1_first_run_order_panel_v1.csv,ptsc_track_temp_available,TRACK_TEMP,150,0,0.0
r4p1_first_run_order_panel_v1.csv,time_lower_utc,TIME,3,0,0.0
r4p1_first_run_order_panel_v1.csv,time_point_utc,TIME,83,0,0.0
r4p1_first_run_order_panel_v1.csv,time_upper_utc,TIME,3,0,0.0
r4p1_first_run_order_panel_v1.csv,year,YEAR,150,150,1.0
r4p1_four_lap_shape_summary_v1.csv,mean_four_lap_average_speed_mph,PERFORMANCE,15,15,1.0
r4p1_four_lap_shape_summary_v1.csv,mean_lap1_to_lap4_delta_mph,DERIVED_TREND,15,15,1.0
r4p1_four_lap_shape_summary_v1.csv,median_four_lap_average_speed_mph,PERFORMANCE,15,15,1.0
r4p1_four_lap_shape_summary_v1.csv,median_lap1_to_lap4_delta_mph,DERIVED_TREND,15,15,1.0
r4p1_four_lap_shape_summary_v1.csv,year,YEAR,15,15,1.0
r4p1_multi_run_four_lap_panel_v1.csv,attempt_id,ATTEMPT_ID,162,0,0.0
r4p1_multi_run_four_lap_panel_v1.csv,canonical_end_time_utc,TIME,0,0,0.0
r4p1_multi_run_four_lap_panel_v1.csv,canonical_event_time_quality,TIME,162,0,0.0
r4p1_multi_run_four_lap_panel_v1.csv,canonical_start_time_utc,TIME,29,0,0.0
r4p1_multi_run_four_lap_panel_v1.csv,driver_name,DRIVER_IDENTITY,162,0,0.0
r4p1_multi_run_four_lap_panel_v1.csv,four_lap_average_speed_mph,PERFORMANCE,162,162,1.0
r4p1_multi_run_four_lap_panel_v1.csv,hrrr_leakage_safe_available,FORECAST,162,0,0.0
r4p1_multi_run_four_lap_panel_v1.csv,lap1_speed_mph,PERFORMANCE,162,162,1.0
r4p1_multi_run_four_lap_panel_v1.csv,lap1_to_lap2_delta_mph,DERIVED_TREND,162,162,1.0
r4p1_multi_run_four_lap_panel_v1.csv,lap1_to_lap4_delta_mph,DERIVED_TREND,162,162,1.0
r4p1_multi_run_four_lap_panel_v1.csv,lap2_speed_mph,PERFORMANCE,162,162,1.0
r4p1_multi_run_four_lap_panel_v1.csv,lap2_to_lap3_delta_mph,DERIVED_TREND,162,162,1.0
r4p1_multi_run_four_lap_panel_v1.csv,lap3_speed_mph,PERFORMANCE,162,162,1.0
r4p1_multi_run_four_lap_panel_v1.csv,lap3_to_lap4_delta_mph,DERIVED_TREND,162,162,1.0
r4p1_multi_run_four_lap_panel_v1.csv,lap4_speed_mph,PERFORMANCE,162,162,1.0
r4p1_multi_run_four_lap_panel_v1.csv,ptsc_track_temp_available,TRACK_TEMP,162,0,0.0
r4p1_multi_run_four_lap_panel_v1.csv,time_lower_utc,TIME,4,0,0.0
r4p1_multi_run_four_lap_panel_v1.csv,time_point_utc,TIME,72,0,0.0
r4p1_multi_run_four_lap_panel_v1.csv,time_upper_utc,TIME,4,0,0.0
r4p1_multi_run_four_lap_panel_v1.csv,year,YEAR,162,162,1.0
r4p2_environment_linked_transitions_v1.csv,after_forecast_temp_c,FORECAST,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,after_four_lap_average_speed_mph,PERFORMANCE,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,after_lap1_to_lap4_delta_mph,DERIVED_TREND,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,after_time_utc,TIME,39,0,0.0
r4p2_environment_linked_transitions_v1.csv,before_forecast_temp_c,FORECAST,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,before_four_lap_average_speed_mph,PERFORMANCE,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,before_lap1_to_lap4_delta_mph,DERIVED_TREND,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,before_time_utc,TIME,39,0,0.0
r4p2_environment_linked_transitions_v1.csv,delta_forecast_cloud_cover_pct,SOLAR_CLOUD;FORECAST;DERIVED_TREND,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,delta_forecast_gust_ms,WIND;FORECAST;DERIVED_TREND,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,delta_forecast_pressure_hpa,PRESSURE;FORECAST;DERIVED_TREND,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,delta_forecast_relative_humidity_pct,HUMIDITY;FORECAST;DERIVED_TREND,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,delta_forecast_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST;DERIVED_TREND,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,delta_forecast_temp_c,FORECAST;DERIVED_TREND,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,delta_forecast_wind_speed_10m_ms,WIND;FORECAST;DERIVED_TREND;PERFORMANCE,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,delta_four_lap_average_speed_mph,DERIVED_TREND;PERFORMANCE,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,delta_lap1_to_lap4_shape_mph,DERIVED_TREND,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,delta_late_run_fade_mph,DERIVED_TREND,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,delta_ptsc_ambient_c,DERIVED_TREND,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,delta_ptsc_humidity,HUMIDITY;DERIVED_TREND,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,delta_ptsc_track_c,DERIVED_TREND,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,delta_ptsc_wind,WIND;DERIVED_TREND,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,driver_name,DRIVER_IDENTITY,39,0,0.0
r4p2_environment_linked_transitions_v1.csv,forecast_shortwave_change_rate_wm2_per_min,SOLAR_CLOUD;FORECAST;DERIVED_TREND,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,forecast_temp_change_rate_c_per_min,FORECAST;DERIVED_TREND,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,hrrr_pair_available,FORECAST,39,0,0.0
r4p2_environment_linked_transitions_v1.csv,ptsc_ambient_change_rate_c_per_min,DERIVED_TREND,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,ptsc_track_change_rate_c_per_min,DERIVED_TREND,39,39,1.0
r4p2_environment_linked_transitions_v1.csv,speed_improved,PERFORMANCE,39,0,0.0
r4p2_environment_linked_transitions_v1.csv,year,YEAR,39,39,1.0
r4p2_multi_run_transitions_v1.csv,after_forecast_temp_c,FORECAST,40,40,1.0
r4p2_multi_run_transitions_v1.csv,after_four_lap_average_speed_mph,PERFORMANCE,92,92,1.0
r4p2_multi_run_transitions_v1.csv,after_lap1_to_lap4_delta_mph,DERIVED_TREND,92,92,1.0
r4p2_multi_run_transitions_v1.csv,after_time_utc,TIME,40,0,0.0
r4p2_multi_run_transitions_v1.csv,before_forecast_temp_c,FORECAST,40,40,1.0
r4p2_multi_run_transitions_v1.csv,before_four_lap_average_speed_mph,PERFORMANCE,92,92,1.0
r4p2_multi_run_transitions_v1.csv,before_lap1_to_lap4_delta_mph,DERIVED_TREND,92,92,1.0
r4p2_multi_run_transitions_v1.csv,before_time_utc,TIME,40,0,0.0
r4p2_multi_run_transitions_v1.csv,delta_forecast_cloud_cover_pct,SOLAR_CLOUD;FORECAST;DERIVED_TREND,40,40,1.0
r4p2_multi_run_transitions_v1.csv,delta_forecast_gust_ms,WIND;FORECAST;DERIVED_TREND,40,40,1.0
r4p2_multi_run_transitions_v1.csv,delta_forecast_pressure_hpa,PRESSURE;FORECAST;DERIVED_TREND,40,40,1.0
r4p2_multi_run_transitions_v1.csv,delta_forecast_relative_humidity_pct,HUMIDITY;FORECAST;DERIVED_TREND,40,40,1.0
r4p2_multi_run_transitions_v1.csv,delta_forecast_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST;DERIVED_TREND,40,40,1.0
r4p2_multi_run_transitions_v1.csv,delta_forecast_temp_c,FORECAST;DERIVED_TREND,40,40,1.0
r4p2_multi_run_transitions_v1.csv,delta_forecast_wind_speed_10m_ms,WIND;FORECAST;DERIVED_TREND;PERFORMANCE,40,40,1.0
r4p2_multi_run_transitions_v1.csv,delta_four_lap_average_speed_mph,DERIVED_TREND;PERFORMANCE,92,92,1.0
r4p2_multi_run_transitions_v1.csv,delta_lap1_to_lap4_shape_mph,DERIVED_TREND,92,92,1.0
r4p2_multi_run_transitions_v1.csv,delta_late_run_fade_mph,DERIVED_TREND,92,92,1.0
r4p2_multi_run_transitions_v1.csv,delta_ptsc_ambient_c,DERIVED_TREND,40,40,1.0
r4p2_multi_run_transitions_v1.csv,delta_ptsc_humidity,HUMIDITY;DERIVED_TREND,40,40,1.0
r4p2_multi_run_transitions_v1.csv,delta_ptsc_track_c,DERIVED_TREND,40,40,1.0
r4p2_multi_run_transitions_v1.csv,delta_ptsc_wind,WIND;DERIVED_TREND,40,40,1.0
r4p2_multi_run_transitions_v1.csv,driver_name,DRIVER_IDENTITY,92,0,0.0
r4p2_multi_run_transitions_v1.csv,forecast_shortwave_change_rate_wm2_per_min,SOLAR_CLOUD;FORECAST;DERIVED_TREND,40,40,1.0
r4p2_multi_run_transitions_v1.csv,forecast_temp_change_rate_c_per_min,FORECAST;DERIVED_TREND,40,40,1.0
r4p2_multi_run_transitions_v1.csv,hrrr_pair_available,FORECAST,92,0,0.0
r4p2_multi_run_transitions_v1.csv,ptsc_ambient_change_rate_c_per_min,DERIVED_TREND,39,39,1.0
r4p2_multi_run_transitions_v1.csv,ptsc_track_change_rate_c_per_min,DERIVED_TREND,39,39,1.0
r4p2_multi_run_transitions_v1.csv,speed_improved,PERFORMANCE,92,0,0.0
r4p2_multi_run_transitions_v1.csv,year,YEAR,92,92,1.0
r4p2_past_only_cross_car_signal_v1.csv,after_time_utc,TIME,40,0,0.0
r4p2_past_only_cross_car_signal_v1.csv,current_delta_late_run_fade_mph,DERIVED_TREND,40,40,1.0
r4p2_past_only_cross_car_signal_v1.csv,current_delta_speed_mph,DERIVED_TREND;PERFORMANCE,40,40,1.0
r4p2_past_only_cross_car_signal_v1.csv,driver_name,DRIVER_IDENTITY,40,0,0.0
r4p2_past_only_cross_car_signal_v1.csv,prior_3_mean_delta_speed_mph,DERIVED_TREND;PERFORMANCE,36,36,1.0
r4p2_past_only_cross_car_signal_v1.csv,prior_3_median_delta_fade_mph,DERIVED_TREND,36,36,1.0
r4p2_past_only_cross_car_signal_v1.csv,prior_3_median_delta_speed_mph,DERIVED_TREND;PERFORMANCE,36,36,1.0
r4p2_past_only_cross_car_signal_v1.csv,prior_3_positive_speed_fraction,PERFORMANCE,36,36,1.0
r4p2_past_only_cross_car_signal_v1.csv,prior_5_mean_delta_speed_mph,DERIVED_TREND;PERFORMANCE,36,36,1.0
r4p2_past_only_cross_car_signal_v1.csv,prior_5_median_delta_fade_mph,DERIVED_TREND,36,36,1.0
r4p2_past_only_cross_car_signal_v1.csv,prior_5_median_delta_speed_mph,DERIVED_TREND;PERFORMANCE,36,36,1.0
r4p2_past_only_cross_car_signal_v1.csv,prior_5_positive_speed_fraction,PERFORMANCE,36,36,1.0
r4p2_past_only_cross_car_signal_v1.csv,year,YEAR,40,40,1.0
r4p2_transition_environment_summary_v1.csv,mean_delta_late_run_fade_mph,DERIVED_TREND,5,5,1.0
r4p2_transition_environment_summary_v1.csv,mean_delta_speed_mph,DERIVED_TREND;PERFORMANCE,5,5,1.0
r4p2_transition_environment_summary_v1.csv,mean_delta_track_temp_c,TRACK_TEMP;DERIVED_TREND,4,4,1.0
r4p2_transition_environment_summary_v1.csv,median_delta_late_run_fade_mph,DERIVED_TREND,5,5,1.0
r4p2_transition_environment_summary_v1.csv,median_delta_speed_mph,DERIVED_TREND;PERFORMANCE,5,5,1.0
r4p2_transition_environment_summary_v1.csv,median_delta_track_temp_c,TRACK_TEMP;DERIVED_TREND,4,4,1.0
r4p2_transition_environment_summary_v1.csv,speed_improvement_fraction,PERFORMANCE,5,5,1.0
r4p2_transition_environment_summary_v1.csv,std_delta_speed_mph,DERIVED_TREND;PERFORMANCE,5,5,1.0
r4p2_transition_environment_summary_v1.csv,year,YEAR,5,5,1.0
r4p3_window_signal_predictions_v1.csv,driver_name,DRIVER_IDENTITY,500,0,0.0
r4p4_improvement_probability_predictions_v1.csv,actual_speed_delta_mph,DERIVED_TREND;PERFORMANCE,186,186,1.0
r4p4_improvement_probability_predictions_v1.csv,attempt_id,ATTEMPT_ID,186,0,0.0
r4p4_improvement_probability_predictions_v1.csv,driver_name,DRIVER_IDENTITY,186,0,0.0
r4p5_decision_safe_forecast_scenarios_v1.csv,actual_next_attempt_time_utc,TIME,40,0,0.0
r4p5_decision_safe_forecast_scenarios_v1.csv,actual_next_run_speed_delta_mph,DERIVED_TREND;PERFORMANCE,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,cycle_age_minutes_at_decision,FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,decision_time_utc,TIME,40,0,0.0
r4p5_decision_safe_forecast_scenarios_v1.csv,driver_name,DRIVER_IDENTITY,40,0,0.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_cloud_cover_pct,SOLAR_CLOUD;FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_dewpoint_c,FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_gust_ms,WIND;FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_pressure_hpa,PRESSURE;FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_relative_humidity_pct,HUMIDITY;FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_temp_c,FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_wind_direction_deg,WIND;FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_10m_wind_speed_10m_ms,WIND;FORECAST;DERIVED_TREND;PERFORMANCE,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_cloud_cover_pct,SOLAR_CLOUD;FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_dewpoint_c,FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_gust_ms,WIND;FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_pressure_hpa,PRESSURE;FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_relative_humidity_pct,HUMIDITY;FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_temp_c,FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_wind_direction_deg,WIND;FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_20m_wind_speed_10m_ms,WIND;FORECAST;DERIVED_TREND;PERFORMANCE,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_cloud_cover_pct,SOLAR_CLOUD;FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_dewpoint_c,FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_gust_ms,WIND;FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_pressure_hpa,PRESSURE;FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_relative_humidity_pct,HUMIDITY;FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_temp_c,FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_wind_direction_deg,WIND;FORECAST;DERIVED_TREND,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_delta_30m_wind_speed_10m_ms,WIND;FORECAST;DERIVED_TREND;PERFORMANCE,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_cloud_cover_pct,SOLAR_CLOUD;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_dewpoint_c,FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_gust_ms,WIND;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_pressure_hpa,PRESSURE;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_relative_humidity_pct,HUMIDITY;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_temp_c,FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_wind_direction_deg,WIND;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_now_wind_speed_10m_ms,WIND;FORECAST;PERFORMANCE,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_available,FORECAST,40,0,0.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_cloud_cover_pct,SOLAR_CLOUD;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_dewpoint_c,FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_gust_ms,WIND;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_pressure_hpa,PRESSURE;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_relative_humidity_pct,HUMIDITY;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_temp_c,FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_wind_direction_deg,WIND;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_10m_wind_speed_10m_ms,WIND;FORECAST;PERFORMANCE,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_available,FORECAST,40,0,0.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_cloud_cover_pct,SOLAR_CLOUD;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_dewpoint_c,FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_gust_ms,WIND;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_pressure_hpa,PRESSURE;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_relative_humidity_pct,HUMIDITY;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_temp_c,FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_wind_direction_deg,WIND;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_20m_wind_speed_10m_ms,WIND;FORECAST;PERFORMANCE,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_available,FORECAST,40,0,0.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_cloud_cover_pct,SOLAR_CLOUD;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_dewpoint_c,FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_gust_ms,WIND;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_pressure_hpa,PRESSURE;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_relative_humidity_pct,HUMIDITY;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_shortwave_radiation_wm2,SOLAR_CLOUD;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_temp_c,FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_wind_direction_deg,WIND;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_plus_30m_wind_speed_10m_ms,WIND;FORECAST;PERFORMANCE,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_cloud_cover_pct_per_min,SOLAR_CLOUD;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_dewpoint_c_per_min,FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_gust_ms_per_min,WIND;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_pressure_hpa_per_min,PRESSURE;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_relative_humidity_pct_per_min,HUMIDITY;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_shortwave_radiation_wm2_per_min,SOLAR_CLOUD;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_temp_c_per_min,FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_wind_direction_deg_per_min,WIND;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_10m_wind_speed_10m_ms_per_min,WIND;FORECAST;PERFORMANCE,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_cloud_cover_pct_per_min,SOLAR_CLOUD;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_dewpoint_c_per_min,FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_gust_ms_per_min,WIND;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_pressure_hpa_per_min,PRESSURE;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_relative_humidity_pct_per_min,HUMIDITY;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_shortwave_radiation_wm2_per_min,SOLAR_CLOUD;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_temp_c_per_min,FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_wind_direction_deg_per_min,WIND;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_20m_wind_speed_10m_ms_per_min,WIND;FORECAST;PERFORMANCE,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_30m_cloud_cover_pct_per_min,SOLAR_CLOUD;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_30m_dewpoint_c_per_min,FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_30m_gust_ms_per_min,WIND;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_30m_pressure_hpa_per_min,PRESSURE;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_30m_relative_humidity_pct_per_min,HUMIDITY;FORECAST,40,40,1.0
r4p5_decision_safe_forecast_scenarios_v1.csv,forecast_rate_30m_shortwave_radiation_wm2_per_min,SOLAR_CLOUD;FORECAST,40,40,1.0
