decision_id,year,session_regime,driver_name,car_number,source_attempt_id,decision_time_utc,action,current_result_mph,current_rank,benchmark_type,benchmark_rank,benchmark_speed_mph,requires_wait_draw,requires_new_attempt,protected_result_retained,withdrawal_risk,wait_model_available
DAY1_2021_27_POST_FIRST_ATTEMPT,2021,DAY1,Alexander Rossi,27,69b27d9b-5386-5a2c-a855-449bb527fca1,2021-05-22T18:17:26+00:00,STOP,231.046,7,FAST_NINE_ADVANCEMENT,9,230.846,False,False,True,False,True
DAY1_2021_27_POST_FIRST_ATTEMPT,2021,DAY1,Alexander Rossi,27,69b27d9b-5386-5a2c-a855-449bb527fca1,2021-05-22T18:17:26+00:00,RETAIN_AND_REATTEMPT,231.046,7,FAST_NINE_ADVANCEMENT,9,230.846,True,True,True,False,True
DAY1_2021_27_POST_FIRST_ATTEMPT,2021,DAY1,Alexander Rossi,27,69b27d9b-5386-5a2c-a855-449bb527fca1,2021-05-22T18:17:26+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,231.046,7,FAST_NINE_ADVANCEMENT,9,230.846,True,True,False,True,True
DAY1_2021_3_POST_FIRST_ATTEMPT,2021,DAY1,Scott McLaughlin,3,20b68ba3-153d-53cd-9ef8-e81c295271bf,2021-05-22T16:48:16+00:00,STOP,230.557,7,FAST_NINE_ADVANCEMENT,9,230.049,False,False,True,False,True
DAY1_2021_3_POST_FIRST_ATTEMPT,2021,DAY1,Scott McLaughlin,3,20b68ba3-153d-53cd-9ef8-e81c295271bf,2021-05-22T16:48:16+00:00,RETAIN_AND_REATTEMPT,230.557,7,FAST_NINE_ADVANCEMENT,9,230.049,True,True,True,False,True
DAY1_2021_3_POST_FIRST_ATTEMPT,2021,DAY1,Scott McLaughlin,3,20b68ba3-153d-53cd-9ef8-e81c295271bf,2021-05-22T16:48:16+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,230.557,7,FAST_NINE_ADVANCEMENT,9,230.049,True,True,False,True,True
DAY1_2021_30_POST_FIRST_ATTEMPT,2021,DAY1,Takuma Sato,30,0e1c6c84-a0db-504e-9da0-b66aa65a338c,2021-05-22T16:52:26+00:00,STOP,230.708,6,FAST_NINE_ADVANCEMENT,9,230.246,False,False,True,False,True
DAY1_2021_30_POST_FIRST_ATTEMPT,2021,DAY1,Takuma Sato,30,0e1c6c84-a0db-504e-9da0-b66aa65a338c,2021-05-22T16:52:26+00:00,RETAIN_AND_REATTEMPT,230.708,6,FAST_NINE_ADVANCEMENT,9,230.246,True,True,True,False,True
DAY1_2021_30_POST_FIRST_ATTEMPT,2021,DAY1,Takuma Sato,30,0e1c6c84-a0db-504e-9da0-b66aa65a338c,2021-05-22T16:52:26+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,230.708,6,FAST_NINE_ADVANCEMENT,9,230.246,True,True,False,True,True
DAY1_2021_4_POST_FIRST_ATTEMPT,2021,DAY1,Dalton Kellett,4,099ab32a-d351-5011-931c-148b9f3d7921,2021-05-22T17:44:56+00:00,STOP,229.25,21,FAST_NINE_ADVANCEMENT,9,230.708,False,False,True,False,True
DAY1_2021_4_POST_FIRST_ATTEMPT,2021,DAY1,Dalton Kellett,4,099ab32a-d351-5011-931c-148b9f3d7921,2021-05-22T17:44:56+00:00,RETAIN_AND_REATTEMPT,229.25,21,FAST_NINE_ADVANCEMENT,9,230.708,True,True,True,False,True
DAY1_2021_4_POST_FIRST_ATTEMPT,2021,DAY1,Dalton Kellett,4,099ab32a-d351-5011-931c-148b9f3d7921,2021-05-22T17:44:56+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,229.25,21,FAST_NINE_ADVANCEMENT,9,230.708,True,True,False,True,True
DAY1_2021_45_POST_FIRST_ATTEMPT,2021,DAY1,Santino Ferrucci,45,8ea0aaac-52bc-55eb-a43e-39b83d6e866a,2021-05-22T16:57:26+00:00,STOP,229.949,11,FAST_NINE_ADVANCEMENT,9,230.246,False,False,True,False,True
DAY1_2021_45_POST_FIRST_ATTEMPT,2021,DAY1,Santino Ferrucci,45,8ea0aaac-52bc-55eb-a43e-39b83d6e866a,2021-05-22T16:57:26+00:00,RETAIN_AND_REATTEMPT,229.949,11,FAST_NINE_ADVANCEMENT,9,230.246,True,True,True,False,True
DAY1_2021_45_POST_FIRST_ATTEMPT,2021,DAY1,Santino Ferrucci,45,8ea0aaac-52bc-55eb-a43e-39b83d6e866a,2021-05-22T16:57:26+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,229.949,11,FAST_NINE_ADVANCEMENT,9,230.246,True,True,False,True,True
DAY1_2021_47_POST_FIRST_ATTEMPT,2021,DAY1,Conor Daly,47,11be8bd4-5c39-5bd2-b24f-b6c87f0d885a,2021-05-22T17:49:06+00:00,STOP,230.427,13,FAST_NINE_ADVANCEMENT,9,230.708,False,False,True,False,True
DAY1_2021_47_POST_FIRST_ATTEMPT,2021,DAY1,Conor Daly,47,11be8bd4-5c39-5bd2-b24f-b6c87f0d885a,2021-05-22T17:49:06+00:00,RETAIN_AND_REATTEMPT,230.427,13,FAST_NINE_ADVANCEMENT,9,230.708,True,True,True,False,True
DAY1_2021_47_POST_FIRST_ATTEMPT,2021,DAY1,Conor Daly,47,11be8bd4-5c39-5bd2-b24f-b6c87f0d885a,2021-05-22T17:49:06+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,230.427,13,FAST_NINE_ADVANCEMENT,9,230.708,True,True,False,True,True
DAY1_2021_5_POST_FIRST_ATTEMPT,2021,DAY1,Pato O'Ward,5,258b87c8-7f46-5d1a-b0b9-73c0b2a871dc,2021-05-22T17:30:46+00:00,STOP,230.864,6,FAST_NINE_ADVANCEMENT,9,230.708,False,False,True,False,True
DAY1_2021_5_POST_FIRST_ATTEMPT,2021,DAY1,Pato O'Ward,5,258b87c8-7f46-5d1a-b0b9-73c0b2a871dc,2021-05-22T17:30:46+00:00,RETAIN_AND_REATTEMPT,230.864,6,FAST_NINE_ADVANCEMENT,9,230.708,True,True,True,False,True
DAY1_2021_5_POST_FIRST_ATTEMPT,2021,DAY1,Pato O'Ward,5,258b87c8-7f46-5d1a-b0b9-73c0b2a871dc,2021-05-22T17:30:46+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,230.864,6,FAST_NINE_ADVANCEMENT,9,230.708,True,True,False,True,True
DAY1_2021_51_POST_FIRST_ATTEMPT,2021,DAY1,Pietro Fittipaldi,51,98202c3a-5d68-52fe-91b3-2d520c933594,2021-05-22T17:06:36+00:00,STOP,230.846,5,FAST_NINE_ADVANCEMENT,9,230.557,False,False,True,False,True
DAY1_2021_51_POST_FIRST_ATTEMPT,2021,DAY1,Pietro Fittipaldi,51,98202c3a-5d68-52fe-91b3-2d520c933594,2021-05-22T17:06:36+00:00,RETAIN_AND_REATTEMPT,230.846,5,FAST_NINE_ADVANCEMENT,9,230.557,True,True,True,False,True
DAY1_2021_51_POST_FIRST_ATTEMPT,2021,DAY1,Pietro Fittipaldi,51,98202c3a-5d68-52fe-91b3-2d520c933594,2021-05-22T17:06:36+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,230.846,5,FAST_NINE_ADVANCEMENT,9,230.557,True,True,False,True,True
DAY1_2021_59_POST_FIRST_ATTEMPT,2021,DAY1,Max Chilton,59,a73699bb-b202-59f3-a140-bd7e85f00aff,2021-05-22T17:39:56+00:00,STOP,229.417,19,FAST_NINE_ADVANCEMENT,9,230.708,False,False,True,False,True
DAY1_2021_59_POST_FIRST_ATTEMPT,2021,DAY1,Max Chilton,59,a73699bb-b202-59f3-a140-bd7e85f00aff,2021-05-22T17:39:56+00:00,RETAIN_AND_REATTEMPT,229.417,19,FAST_NINE_ADVANCEMENT,9,230.708,True,True,True,False,True
DAY1_2021_59_POST_FIRST_ATTEMPT,2021,DAY1,Max Chilton,59,a73699bb-b202-59f3-a140-bd7e85f00aff,2021-05-22T17:39:56+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,229.417,19,FAST_NINE_ADVANCEMENT,9,230.708,True,True,False,True,True
DAY1_2021_60_POST_FIRST_ATTEMPT,2021,DAY1,Jack Harvey,60,7d5d82b7-9765-51c9-b149-cb7de00d3905,2021-05-22T17:58:16+00:00,STOP,225.496,25,FAST_NINE_ADVANCEMENT,9,230.708,False,False,True,False,True
DAY1_2021_60_POST_FIRST_ATTEMPT,2021,DAY1,Jack Harvey,60,7d5d82b7-9765-51c9-b149-cb7de00d3905,2021-05-22T17:58:16+00:00,RETAIN_AND_REATTEMPT,225.496,25,FAST_NINE_ADVANCEMENT,9,230.708,True,True,True,False,True
DAY1_2021_60_POST_FIRST_ATTEMPT,2021,DAY1,Jack Harvey,60,7d5d82b7-9765-51c9-b149-cb7de00d3905,2021-05-22T17:58:16+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,225.496,25,FAST_NINE_ADVANCEMENT,9,230.708,True,True,False,True,True
DAY1_2021_7_POST_FIRST_ATTEMPT,2021,DAY1,Felix Rosenqvist,7,4bfd7a23-3f35-5bcf-9655-c286d7ee30ed,2021-05-22T17:35:46+00:00,STOP,230.498,12,FAST_NINE_ADVANCEMENT,9,230.708,False,False,True,False,True
DAY1_2021_7_POST_FIRST_ATTEMPT,2021,DAY1,Felix Rosenqvist,7,4bfd7a23-3f35-5bcf-9655-c286d7ee30ed,2021-05-22T17:35:46+00:00,RETAIN_AND_REATTEMPT,230.498,12,FAST_NINE_ADVANCEMENT,9,230.708,True,True,True,False,True
DAY1_2021_7_POST_FIRST_ATTEMPT,2021,DAY1,Felix Rosenqvist,7,4bfd7a23-3f35-5bcf-9655-c286d7ee30ed,2021-05-22T17:35:46+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,230.498,12,FAST_NINE_ADVANCEMENT,9,230.708,True,True,False,True,True
DAY1_2021_75_POST_FIRST_ATTEMPT,2021,DAY1,RC Enerson,75,d676bd2f-154f-5e4b-aaf0-c7335ff329dd,2021-05-22T18:40:48+00:00,STOP,227.283,32,FAST_NINE_ADVANCEMENT,9,230.864,False,False,True,False,True
DAY1_2021_75_POST_FIRST_ATTEMPT,2021,DAY1,RC Enerson,75,d676bd2f-154f-5e4b-aaf0-c7335ff329dd,2021-05-22T18:40:48+00:00,RETAIN_AND_REATTEMPT,227.283,32,FAST_NINE_ADVANCEMENT,9,230.864,True,True,True,False,True
DAY1_2021_75_POST_FIRST_ATTEMPT,2021,DAY1,RC Enerson,75,d676bd2f-154f-5e4b-aaf0-c7335ff329dd,2021-05-22T18:40:48+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,227.283,32,FAST_NINE_ADVANCEMENT,9,230.864,True,True,False,True,True
DAY1_2021_8_POST_FIRST_ATTEMPT,2021,DAY1,Marcus Ericsson,8,8706f570-3435-5de5-89d4-8c45a08fd99c,2021-05-22T18:21:37+00:00,STOP,231.104,7,FAST_NINE_ADVANCEMENT,9,230.864,False,False,True,False,True
DAY1_2021_8_POST_FIRST_ATTEMPT,2021,DAY1,Marcus Ericsson,8,8706f570-3435-5de5-89d4-8c45a08fd99c,2021-05-22T18:21:37+00:00,RETAIN_AND_REATTEMPT,231.104,7,FAST_NINE_ADVANCEMENT,9,230.864,True,True,True,False,True
DAY1_2021_8_POST_FIRST_ATTEMPT,2021,DAY1,Marcus Ericsson,8,8706f570-3435-5de5-89d4-8c45a08fd99c,2021-05-22T18:21:37+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,231.104,7,FAST_NINE_ADVANCEMENT,9,230.864,True,True,False,True,True
DAY1_2021_86_POST_FIRST_ATTEMPT,2021,DAY1,Juan Pablo Montoya,86,11bd473d-0cf3-56e2-9aa9-fb4487870c59,2021-05-22T17:11:36+00:00,STOP,229.891,13,FAST_NINE_ADVANCEMENT,9,230.557,False,False,True,False,True
DAY1_2021_86_POST_FIRST_ATTEMPT,2021,DAY1,Juan Pablo Montoya,86,11bd473d-0cf3-56e2-9aa9-fb4487870c59,2021-05-22T17:11:36+00:00,RETAIN_AND_REATTEMPT,229.891,13,FAST_NINE_ADVANCEMENT,9,230.557,True,True,True,False,True
DAY1_2021_86_POST_FIRST_ATTEMPT,2021,DAY1,Juan Pablo Montoya,86,11bd473d-0cf3-56e2-9aa9-fb4487870c59,2021-05-22T17:11:36+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,229.891,13,FAST_NINE_ADVANCEMENT,9,230.557,True,True,False,True,True
DAY1_2023_10_POST_FIRST_ATTEMPT,2023,DAY1,Alex Palou,10,096ff05c-1785-53cf-be2f-65bbb6ce7cd1,2023-05-20T17:05:46+00:00,STOP,233.398,2,TOP_12_ADVANCEMENT,12,231.273,False,False,True,False,True
DAY1_2023_10_POST_FIRST_ATTEMPT,2023,DAY1,Alex Palou,10,096ff05c-1785-53cf-be2f-65bbb6ce7cd1,2023-05-20T17:05:46+00:00,RETAIN_AND_REATTEMPT,233.398,2,TOP_12_ADVANCEMENT,12,231.273,True,True,True,False,True
DAY1_2023_10_POST_FIRST_ATTEMPT,2023,DAY1,Alex Palou,10,096ff05c-1785-53cf-be2f-65bbb6ce7cd1,2023-05-20T17:05:46+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,233.398,2,TOP_12_ADVANCEMENT,12,231.273,True,True,False,True,True
DAY1_2023_11_POST_FIRST_ATTEMPT,2023,DAY1,Takuma Sato,11,55b6b39a-d64a-5a38-9dbc-84a9faac294b,2023-05-20T16:51:32+00:00,STOP,232.857,5,TOP_12_ADVANCEMENT,12,227.72,False,False,True,False,True
DAY1_2023_11_POST_FIRST_ATTEMPT,2023,DAY1,Takuma Sato,11,55b6b39a-d64a-5a38-9dbc-84a9faac294b,2023-05-20T16:51:32+00:00,RETAIN_AND_REATTEMPT,232.857,5,TOP_12_ADVANCEMENT,12,227.72,True,True,True,False,True
DAY1_2023_11_POST_FIRST_ATTEMPT,2023,DAY1,Takuma Sato,11,55b6b39a-d64a-5a38-9dbc-84a9faac294b,2023-05-20T16:51:32+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,232.857,5,TOP_12_ADVANCEMENT,12,227.72,True,True,False,True,True
DAY1_2023_14_POST_FIRST_ATTEMPT,2023,DAY1,Santino Ferrucci,14,cda49858-f649-523a-85fb-8d53847f80bf,2023-05-20T17:01:01+00:00,STOP,233.147,4,TOP_12_ADVANCEMENT,12,231.129,False,False,True,False,True
DAY1_2023_14_POST_FIRST_ATTEMPT,2023,DAY1,Santino Ferrucci,14,cda49858-f649-523a-85fb-8d53847f80bf,2023-05-20T17:01:01+00:00,RETAIN_AND_REATTEMPT,233.147,4,TOP_12_ADVANCEMENT,12,231.129,True,True,True,False,True
DAY1_2023_14_POST_FIRST_ATTEMPT,2023,DAY1,Santino Ferrucci,14,cda49858-f649-523a-85fb-8d53847f80bf,2023-05-20T17:01:01+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,233.147,4,TOP_12_ADVANCEMENT,12,231.129,True,True,False,True,True
DAY1_2023_27_POST_FIRST_ATTEMPT,2023,DAY1,Kyle Kirkwood,27,dda33fdd-49c8-5082-a03d-252bf1a6fa49,2023-05-20T17:14:58+00:00,STOP,232.39,12,TOP_12_ADVANCEMENT,12,232.39,False,False,True,False,True
DAY1_2023_27_POST_FIRST_ATTEMPT,2023,DAY1,Kyle Kirkwood,27,dda33fdd-49c8-5082-a03d-252bf1a6fa49,2023-05-20T17:14:58+00:00,RETAIN_AND_REATTEMPT,232.39,12,TOP_12_ADVANCEMENT,12,232.39,True,True,True,False,True
DAY1_2023_27_POST_FIRST_ATTEMPT,2023,DAY1,Kyle Kirkwood,27,dda33fdd-49c8-5082-a03d-252bf1a6fa49,2023-05-20T17:14:58+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,232.39,12,TOP_12_ADVANCEMENT,12,232.39,True,True,False,True,True
DAY1_2023_44_POST_FIRST_ATTEMPT,2023,DAY1,Katherine Legge,44,939cb422-2442-550d-9cc5-80f8c372c5d7,2023-05-20T17:19:59+00:00,STOP,231.07,15,TOP_12_ADVANCEMENT,12,232.39,False,False,True,False,True
DAY1_2023_44_POST_FIRST_ATTEMPT,2023,DAY1,Katherine Legge,44,939cb422-2442-550d-9cc5-80f8c372c5d7,2023-05-20T17:19:59+00:00,RETAIN_AND_REATTEMPT,231.07,15,TOP_12_ADVANCEMENT,12,232.39,True,True,True,False,True
DAY1_2023_44_POST_FIRST_ATTEMPT,2023,DAY1,Katherine Legge,44,939cb422-2442-550d-9cc5-80f8c372c5d7,2023-05-20T17:19:59+00:00,WITHDRAW_AND_PRIORITY_REATTEMPT,231.07,15,TOP_12_ADVANCEMENT,12,232.39,True,True,False,True,True
