window_minutes,evaluation_set,common_support_n,zero_mae,mixed_mae,general_only_mae,mixed_gain_vs_zero,general_gain_vs_zero,mixed_corr,general_corr
20,DEVELOPMENT,1,3.461999999999989,3.8209999999999695,3.8209999999999695,-0.35899999999998045,-0.35899999999998045,,
20,2024_VALIDATION_ONLY,0,,,,,,,
20,ALL_DIAGNOSTIC,1,3.461999999999989,3.8209999999999695,3.8209999999999695,-0.35899999999998045,-0.35899999999998045,,
30,DEVELOPMENT,1,3.461999999999989,3.434999999999988,3.434999999999988,0.027000000000001023,0.027000000000001023,,
30,2024_VALIDATION_ONLY,0,,,,,,,
30,ALL_DIAGNOSTIC,1,3.461999999999989,3.434999999999988,3.434999999999988,0.027000000000001023,0.027000000000001023,,
45,DEVELOPMENT,1,3.461999999999989,3.5655,3.5655,-0.10350000000001103,-0.10350000000001103,,
45,2024_VALIDATION_ONLY,0,,,,,,,
45,ALL_DIAGNOSTIC,1,3.461999999999989,3.5655,3.5655,-0.10350000000001103,-0.10350000000001103,,
